Word	Annotation	Sense	Part of Speech	Level	Russian
Periode	die Periode, -n		die	B1	период
schriftlich	schriftlich		adj	A2	в письменной форме
genetisch	genetisch		adj	B1	генетический
Einwohner	der Einwohner, -		der	B1	жители
testen, testet, testete, hat getestet	testen, testet, testete, hat getestet		verb	B1	тестировать
umgeben, gibt um, gab um, hat umgegeben	umgeben, gibt um, gab um, hat umgegeben		verb	B1	окружает
lebendig	lebendig		adj	B1	жив
waschen, wäscht, wusch, hat gewaschen	waschen, wäscht, wusch, hat gewaschen		verb	A2	мыть
Hormon	das Hormon, -e		das	B1	гормон
Lebensmittel	das Lebensmittel, -		das	A1	еда
Zeile	die Zeile, -n		die	B1	линия
belasten, belastet, belastete, hat belastet	belasten, belastet, belastete, hat belastet		verb	B1	бремя
braun	braun		adj	B1	коричневый
Ehe	die Ehe, -n		die	B1	брак
Passagier	der Passagier, -e		der	B1	пассажир
Kindheit	die Kindheit		die	B1	детство
Ungarn	Ungarn		das	B1	Венгрия
Verbraucher	der Verbraucher, -		der	B1	потребитель
Vielfalt	die Vielfalt		die	B1	разнообразие
Entschuldigung	die Entschuldigung, -en		die	A1	извините
flüstern, flüstert, flüsterte, hat geflüstert	flüstern, flüstert, flüsterte, hat geflüstert		verb	B1	шепот
geradezu	geradezu		adv	B1	совершенно
Koalition	die Koalition, -en		die	B1	коалиция
Mischung	die Mischung, -en		die	B1	смесь
zukünftig	zukünftig		adj	B1	в будущем
erledigen, erledigt, erledigte, hat erledigt	erledigen, erledigt, erledigte, hat erledigt		verb	B1	сделать
Existenz	die Existenz, -en		die	B1	существование
Geruch	der Geruch, -̈e		der	B1	запах
herkommen, kommt her, kam her, ist hergekommen	herkommen, kommt her, kam her, ist hergekommen		verb	B1	иди сюда
Sitz	der Sitz, -e		der	B1	сиденье
Serie	die Serie, -n		die	B1	серия
ahnen, ahnt, ahnte, hat geahnt	ahnen, ahnt, ahnte, hat geahnt		verb	B1	догадался
Entfernung	die Entfernung, -en		die	B1	расстояние
stützen, stützt, stützte, hat gestützt	stützen, stützt, stützte, hat gestützt		verb	B1	поддержка
Wahrnehmung	die Wahrnehmung, -en		die	B1	восприятие
Liga	die Liga, -en		die	B1	лига
Schlaf	der Schlaf		der	B1	спать
einschränken, schränkt ein, schränkte ein, hat eingeschränkt	einschränken, schränkt ein, schränkte ein, hat eingeschränkt		verb	B1	ограничивать
Kette	die Kette, -n		die	A2	цепь
Säure	die Säure, -n		die	B1	кислота
Strafe	die Strafe, -n		die	B1	наказание
Franzose	der Franzose, -n		der	B1	француз
Konzert	das Konzert, -e		das	A2	концерт
Kontext	der Kontext, -e		der	B1	контекст
Transport	der Transport, -e		der	B1	транспорт
abbauen, baut ab, baute ab, hat abgebaut	abbauen, baut ab, baute ab, hat abgebaut		verb	B1	демонтировать
anregen, regt an, regte an, hat angeregt	anregen, regt an, regte an, hat angeregt		verb	B1	стимулировать
aufwachsen, wächst auf, wuchs auf, ist aufgewachsen	aufwachsen, wächst auf, wuchs auf, ist aufgewachsen		verb	B1	повзрослеть
beherrschen, beherrscht, beherrschte, hat beherrscht	beherrschen, beherrscht, beherrschte, hat beherrscht		verb	B1	доминировать
Island	Island		das	B1	Исландия
Kreuz	das Kreuz, -e		das	B1	крест
Motor	der Motor, -en		der	A2	двигатель
Sendung	die Sendung, -en		die	A2	трансляция
Aktie	die Aktie, -n		die	B1	поделиться
höchstens	höchstens		adv	B1	максимум
trocken	trocken		adj	A2	сухой
Ukraine	die Ukraine		die	B1	Украина
Wechselwirkung	die Wechselwirkung, -en		die	B1	взаимодействие
Bibliothek	die Bibliothek, -en		die	A2	библиотека
ebenda	ebenda		adv	B1	там же
hoffentlich	hoffentlich		adv	A2	надеюсь
Erwachsene	die Erwachsene		der, die	A1	взрослые
WM	WM (Weltmeisterschaft)		die	B1	ВМ
zurückführen, führt zurück, führte zurück, hat zurückgeführt	zurückführen, führt zurück, führte zurück, hat zurückgeführt		verb	B1	отвести назад
Bruttoinlandsprodukt	das Bruttoinlandsprodukt, -e		das	B1	валовой внутренний продукт
friedlich	friedlich		adj	B1	мирный
Verkäufer	der Verkäufer, -		der	A1	продавец
vernünftig	vernünftig		adj	B1	разумный
Matrix	die Matrix, -zen		die	B1	матрица
abholen, holt ab, holte ab, hat abgeholt	abholen, holt ab, holte ab, hat abgeholt		verb	A1	забрать
gegenwärtig	gegenwärtig		adj	B1	в настоящее время
Organismus	der Organismus, -en		der	B1	организм
Ressource	die Ressource, -n		die	B1	ресурс
trauen, traut, traute, hat getraut	trauen, traut, traute, hat getraut		verb	B1	доверять
Vorbild	das Vorbild, -er		das	B1	образец для подражания
vorlegen, legt vor, legte vor, hat vorgelegt	vorlegen, legt vor, legte vor, hat vorgelegt		verb	B1	представить
wahnsinnig	wahnsinnig		adj	B1	безумный
erstaunlich	erstaunlich		adj	B1	потрясающе
grinsen, grinst, grinste, hat gegrinst	grinsen, grinst, grinste, hat gegrinst		verb	B1	ухмыльнулся
Koffer	der Koffer, -		der	A1	чемодан
emotional	emotional		adj	B1	эмоциональный
erstellen, erstellt, erstellte, hat erstellt	erstellen, erstellt, erstellte, hat erstellt		verb	B1	создать
fünfzig	fünfzig		num	B1	пятьдесят
Kugel	die Kugel, -n		die	B1	мяч
Rad	das Rad, -̈er		das	B1	колесо
ausbauen, baut aus, baute aus, hat ausgebaut	ausbauen, baut aus, baute aus, hat ausgebaut		verb	B1	расширяться
anzeigen, zeigt an, zeigte an, hat angezeigt	anzeigen, zeigt an, zeigte an, hat angezeigt		verb	B1	показать
Schwerpunkt	der Schwerpunkt, -e		der	B1	фокус
Überzeugung	die Überzeugung, -en		die	B1	осуждение
Ableitung	die Ableitung, -en		die	B1	вывод
aussteigen, steigt aus, stieg aus, ist ausgestiegen	aussteigen, steigt aus, stieg aus, ist ausgestiegen		verb	A1	вылезай
Chromosom	das Chromosom, -en		das	B1	хромосома
vergleichbar	vergleichbar		adj	B1	сопоставимый
anhören, hört an, hörte an, hat angehört	anhören, hört an, hörte an, hat angehört		verb	B1	слушай
Tonne	die Tonne, -n		die	B1	тонна
verleihen, verleiht, verlieh, hat verliehen	verleihen, verleiht, verlieh, hat verliehen		verb	B1	одолжил
Arbeiter	der Arbeiter, -		der	B1	рабочие
Bord	das Bord, -e		der	B1	доска
entspannen, entspannt, entspannte, hat entspannt	entspannen, entspannt, entspannte, hat entspannt		verb	B1	расслабься
kürzlich	kürzlich		adv	B1	недавно
beurteilen, beurteilt, beurteilte, hat beurteilt	beurteilen, beurteilt, beurteilte, hat beurteilt		verb	B1	судья
raten, rät, riet, hat geraten	raten, rät, riet, hat geraten		verb	A2	посоветовать
Schnitt	der Schnitt, -e		der	B1	вырезать
wertvoll	wertvoll		adj	B1	ценный
Erzähler	der Erzähler, -		der	B1	рассказчик
Gold	das Gold		das	B1	золото
umstritten	umstritten		adj	B1	спорный
aufsteigen, steigt auf, stieg auf, ist aufgestiegen	aufsteigen, steigt auf, stieg auf, ist aufgestiegen		verb	B1	подняться
biologisch	biologisch		adj	B1	биологический
vielfältig	vielfältig		adj	B1	разнообразный
wirksam	wirksam		adj	B1	эффективный
überlassen, überlässt, überließ, hat überlassen	überlassen, überlässt, überließ, hat überlassen		verb	B1	ушел
identifizieren, identifiziert, identifizierte, hat identifiziert	identifizieren, identifiziert, identifizierte, hat identifiziert		verb	B1	идентифицировать
Mittelwert	der Mittelwert, -e		der	B1	среднее
Stil	der Stil, -e		der	B1	стиль
Atmosphäre	die Atmosphäre, -n		die	B1	атмосфера
Beschäftigung	die Beschäftigung, -en		die	B1	занятость
hinzufügen, fügt hinzu, fügte hinzu, hat hinzugefügt	hinzufügen, fügt hinzu, fügte hinzu, hat hinzugefügt		verb	B1	добавить
indirekt	indirekt		adj	B1	косвенно
Zeitraum	der Zeitraum, -̈e		der	B1	период
aufkommen, kommt auf, kam auf, ist aufgekommen	aufkommen, kommt auf, kam auf, ist aufgekommen		verb	B1	подошел
Plus	das Plus, -		das, adv, conj	B1	плюс
Schwingung	die Schwingung, -en		die	B1	вибрация
Vektor	der Vektor, -en		der	B1	вектор
Sauerstoff	der Sauerstoff		der	B1	кислород
Äußerung	die Äußerung, -en		die	B1	высказывание
ausziehen, zieht aus, zog aus, ist ausgezogen	ausziehen, zieht aus, zog aus, ist ausgezogen		verb	B1	съехать
Gewerkschaft	die Gewerkschaft, -en		die	B1	союз
Tourismus	der Tourismus		der	B1	туризм
flach	flach		adj	B1	квартира
transportieren, transportiert, transportierte, hat transportiert	transportieren, transportiert, transportierte, hat transportiert		verb	B1	транспортировать
einheimisch	einheimisch		adj	B1	родной
Winkel	der Winkel, -		der	B1	угол
sauer	sauer		adj	A2	кислый
vermissen, vermisst, vermisste, hat vermisst	vermissen, vermisst, vermisste, hat vermisst		verb	B1	пропустил
Geschlecht	das Geschlecht, -er		das	B1	Пол
attraktiv	attraktiv		adj	B1	привлекательный
Aussicht	die Aussicht, -en		die	B1	посмотреть
Betriebswirtschaftslehre	die Betriebswirtschaftslehre		die	B1	бизнес-администрирование
Held	der Held, -en		der	B1	герой
sechzig	sechzig		num	B1	шестьдесят
Base	die Base, -n		die	B1	база
Bilanz	die Bilanz, -en		die	B1	баланс
Geheimnis	das Geheimnis, -se		das	B1	секрет
spätestens	spätestens		adv	B1	самое позднее
dramatisch	dramatisch		adj	B1	драматический
Ehre	die Ehre, -n		die	B1	честь
entschließen, entschließt, entschloss, hat entschlossen	entschließen (sich), entschließt, entschloss, hat entschlossen		verb	B1	решить
gewöhnen, gewöhnt, gewöhnte, hat gewöhnt	gewöhnen, gewöhnt, gewöhnte, hat gewöhnt		verb	B1	привыкнуть
hingehen, geht hin, ging hin, ist hingegangen	hingehen, geht hin, ging hin, ist hingegangen		verb	B1	иди туда
zittern, zittert, zitterte, hat gezittert	zittern, zittert, zitterte, hat gezittert		verb	B1	дрожать
Dialog	der Dialog, -e		der	B1	диалог
Schuss	der Schuss, -̈e		der	B1	выстрел
Seminar	das Seminar, -e		das	B1	семинар
Werbung	die Werbung, -en		die	B1	реклама
Blume	die Blume, -n		die	A1	цветок
Schreibtisch	der Schreibtisch, -e		der	B1	письменный стол
verlieben, verliebt, verliebte, hat verliebt	verlieben (sich), verliebt, verliebte, hat verliebt		verb	A2	влюбился
winken, winkt, winkte, hat gewinkt	winken, winkt, winkte, hat gewinkt		verb	B1	волна
fliehen, flieht, floh, ist geflohen	fliehen, flieht, floh, ist geflohen		verb	B1	бежать
interpretieren, interpretiert, interpretierte, hat interpretiert	interpretieren, interpretiert, interpretierte, hat interpretiert		verb	B1	интерпретировать
olympisch	olympisch		adj	B1	олимпийский
verdammt	verdammt		adj	B1	блин
anerkennen, erkennt an, erkannte an, hat anerkannt	anerkennen, erkennt an, erkannte an, hat anerkannt		verb	B1	признать
bewahren, bewahrt, bewahrte, hat bewahrt	bewahren, bewahrt, bewahrte, hat bewahrt		verb	B1	сохранить
illegal	illegal		adj	B1	незаконный
Sand	der Sand, -e		der	B1	песок
umbringen, bringt um, brachte um, hat umgebracht	umbringen, bringt um, brachte um, hat umgebracht		verb	B1	убить
Fraktion	die Fraktion, -en		die	B1	фракция
Gesellschafter	der Gesellschafter, -		der	B1	акционер
Schweden	Schweden		das	B1	Швеция
Verbesserung	die Verbesserung, -en		die	B1	улучшение
worauf	worauf		pron	B1	что
einsam	einsam		adj	B1	одинокий
Innovation	die Innovation, -en		die	B1	инновации
Landwirtschaft	die Landwirtschaft, -en		die	B1	сельское хозяйство
Therapie	die Therapie, -n		die	B1	терапия
Ablauf	der Ablauf, -̈e		der	B1	процесс
anstehen, steht an, stand an, hat angestanden	anstehen, steht an, stand an, hat angestanden		verb	B1	очередь
Bemerkung	die Bemerkung, -en		die	B1	примечание
Frankfurter	Frankfurter		adj	B1	франкфуртер
identisch	identisch		adj	B1	идентичный
rollen, rollt, rollte, hat gerollt	rollen, rollt, rollte, hat gerollt		verb	B1	рулон
Angehörige	die Angehörige		der, die	B1	родственники
Café	das Café, -s		das	A1	кафе
dauerhaft	dauerhaft		adj	B1	навсегда
garantieren, garantiert, garantierte, hat garantiert	garantieren, garantiert, garantierte, hat garantiert		verb	B1	гарантия
Not	die Not, -̈e		die	B1	бедствие
räumlich	räumlich		adj	B1	пространственно
jahrelang	jahrelang		adj	B1	в течение многих лет
Respekt	der Respekt		der	B1	уважение
gefährden, gefährdet, gefährdete, hat gefährdet	gefährden, gefährdet, gefährdete, hat gefährdet		verb	B1	подвергать опасности
Spektrum	das Spektrum, -en		das	B1	спектр
vergeben	vergeben		verb	B2+	награжден
Weber	der Weber, -		der	B2+	Вебер
effektiv	effektiv		adj	B2+	эффективный
Eingang	der Eingang, -̈e		der	A1	вход
Erbe	das Erbe		das, der	B2+	наследие
islamisch	islamisch		adj	B2+	исламский
zustimmen, stimmt zu, stimmte zu, hat zugestimmt	zustimmen, stimmt zu, stimmte zu, hat zugestimmt		verb	B1	согласен
radikal	radikal		adj	B2+	радикальный
Ausbau	der Ausbau, -ten		der	B2+	расширение
Kanal	der Kanal, -̈e		der	B1	канал
registrieren, registriert, registrierte, hat registriert	registrieren, registriert, registrierte, hat registriert		verb	B2+	зарегистрироваться
verhandeln, verhandelt, verhandelte, hat verhandelt	verhandeln, verhandelt, verhandelte, hat verhandelt		verb	B2+	договориться
Wandel	der Wandel, -		der	B2+	изменить
Ast	der Ast, -Äe		der	B2+	филиал
ausüben, übt aus, übte aus, hat ausgeübt	ausüben, übt aus, übte aus, hat ausgeübt		verb	B2+	упражнения
jenseits	jenseits		prep	B2+	за пределами
unterliegen, unterliegt, unterlag, hat unterlegen	unterliegen, unterliegt, unterlag, hat unterlegen		verb	B2+	подвергается
Wähler	der Wähler, -		der	B2+	избиратели
willkommen	willkommen		adj	A1	добро пожаловать
Gedächtnis	das Gedächtnis, -se		das	B2+	память
gelegentlich	gelegentlich		adj	B2+	иногда
bedürfen, bedarf, bedurfte, hat bedurft	bedürfen, bedarf, bedurfte, hat bedurft		verb	B2+	необходимость
Gefängnis	das Gefängnis, -se		das	B1	тюрьма
Überraschung	die Überraschung, -en		die	B1	сюрприз
Wechsel	der Wechsel, -		der	B2+	изменить
Wurzel	die Wurzel, -n		die	B2+	корень
formal	formal		adj	B2+	формальный
sanft	sanft		adj	B2+	нежно
aushalten, hält aus, hielt aus, hat ausgehalten	aushalten, hält aus, hielt aus, hat ausgehalten		verb	B2+	терпеть
bedrohen, bedroht, bedrohte, hat bedroht	bedrohen, bedroht, bedrohte, hat bedroht		verb	B2+	угрожать
keineswegs	keineswegs		adv	B2+	ни в коем случае
klug	klug		adj	A2	умный
Arbeitnehmer	der Arbeitnehmer, -		der	B2+	рабочие
beugen, beugt, beugte, hat gebeugt	beugen, beugt, beugte, hat gebeugt		verb	B2+	поклон
einbringen, bringt ein, brachte ein, hat eingebracht	einbringen, bringt ein, brachte ein, hat eingebracht		verb	B2+	внес
Materie	die Materie, -n		die	B2+	вопрос
Personal	das Personal		das	B1	персонал
scheinbar	scheinbar		adj	B2+	видимо
Frequenz	die Frequenz, -en		die	B2+	частота
lehren, lehrt, lehrte, hat gelehrt	lehren, lehrt, lehrte, hat gelehrt		verb	B2+	учить
selbstständig	selbstständig		adj	A1	независимый
überwinden, überwindet, überwand, hat überwunden	überwinden, überwindet, überwand, hat überwunden		verb	B2+	преодолел
unklar	unklar		adj	B2+	неясно
verfügbar	verfügbar		adj	B2+	доступен
wozu	wozu		pron	B2+	почему?
schlicht	schlicht		adj	B2+	простой
angemessen	angemessen		adj	B2+	соответствующий
Arbeitsmarkt	der Arbeitsmarkt, -̈e		der	B2+	рынок труда
Pass	der Pass, -̈e		der	A1	пройти
Bedarf	der Bedarf, -e		der	B1	нужна
ernsthaft	ernsthaft		adj	B2+	серьезно
werben, wirbt, warb, hat geworben	werben, wirbt, warb, hat geworben		verb	B2+	рекламировать
errichten, errichtet, errichtete, hat errichtet	errichten, errichtet, errichtete, hat errichtet		verb	B2+	построить
Kredit	der Kredit, -e		der	A2	кредит
Wohnzimmer	das Wohnzimmer, -		das	A2	гостиная
Kompetenz	die Kompetenz, -en		die	B2+	компетентность
Leitung	die Leitung, -en		die	B1	менеджмент
strahlen, strahlt, strahlte, hat gestrahlt	strahlen, strahlt, strahlte, hat gestrahlt		verb	B2+	излучать
Zucker	der Zucker, -		der	A2	сахар
Austausch	der Austausch, -e		der	B2+	обмен
gleichen, gleicht, glich, hat geglichen	gleichen, gleicht, glich, hat geglichen		verb	B2+	такой же
Station	die Station, -en		die	B1	станция
Kaiser	der Kaiser, -		der	B2+	император
sperren, sperrt, sperrte, hat gesperrt	sperren, sperrt, sperrte, hat gesperrt		verb	B2+	замок
Sportler	der Sportler, -		der	B1	спортсмен
Differenz	die Differenz, -en		die	B2+	разница
Fakt	der Fakt, -en		der	B2+	факт
Herstellung	die Herstellung, -en		die	B2+	производство
Individuum	das Individuum, -en		das	B2+	индивидуальный
Symbol	das Symbol, -e		das	B1	символ
ausbreiten, breitet aus, breitete aus, hat ausgebreitet	ausbreiten, breitet aus, breitete aus, hat ausgebreitet		verb	B2+	распространился
Versorgung	die Versorgung, -en		die	B2+	поставка
Kommentar	der Kommentar, -e		der	B2+	комментарий
kontinuierlich	kontinuierlich		adj	B2+	постоянно
Radio	das Radio, -s		das	A2	радио
Münchner	Münchner		adj	B2+	Мюнхен
Musiker	der Musiker, -		der	B1	музыкант
wecken, weckt, weckte, hat geweckt	wecken, weckt, weckte, hat geweckt		verb	A2	просыпайся
ansteigen, steigt an, stieg an, ist angestiegen	ansteigen, steigt an, stieg an, ist angestiegen		verb	B2+	подняться
Rückkehr	die Rückkehr		die	B1	возврат
auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet	auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet		verb	B2+	награда
Bar	Bar		die	A1	бар
Betrachtung	die Betrachtung, -en		die	B2+	созерцание
Kommission	die Kommission, -en		die	B2+	комиссия
Star	der Star, -e		der	A2	звезда
wütend	wütend		adj	B1	злой
christlich	christlich		adj	B2+	христианин
Hamburger	der Hamburger, -		adj, der	A2	гамбургеры
Leiche	die Leiche, -n		die	B2+	труп
nochmals	nochmals		adv	B1	снова
wehren, wehrt, wehrte, hat gewehrt	wehren (sich), wehrt, wehrte, hat gewehrt		verb	B2+	защищать
Abbau	der Abbau, -e		der	B2+	демонтаж
Staatsanwaltschaft	die Staatsanwaltschaft, -en		die	B2+	прокуратура
Freizeit	die Freizeit, -en		die	A1	досуг
Geschenk	das Geschenk, -e		das	A1	подарок
hübsch	hübsch		adj	B1	красивая
Moslem	der Moslem, -s		der	B2+	мусульманин
spontan	spontan		adj	B2+	спонтанный
dorthin	dorthin		adv	B1	там
Frühstück	das Frühstück, -e		das	A1	завтрак
klettern, klettert, kletterte, ist geklettert	klettern, klettert, kletterte, ist geklettert		verb	B1	лезть
Mittelpunkt	der Mittelpunkt, -e		der	B2+	центральная точка
bereiten, bereitet, bereitete, hat bereitet	bereiten, bereitet, bereitete, hat bereitet		verb	B2+	подготовить
Entstehung	die Entstehung, -en		die	B2+	происхождение
konservativ	konservativ		adj	B2+	консервативный
Magen	der Magen, -̈		der	A2	желудок
psychisch	psychisch		adj	B2+	психологически
Salz	das Salz, -e		das	A1	соль
siebzig	siebzig		num	B2+	семьдесят
versichern, versichert, versicherte, hat versichert	versichern, versichert, versicherte, hat versichert		verb	B1	застраховать
Brite	der Brite, -n		der	B2+	британец
erkennbar	erkennbar		adj	B2+	узнаваемый
namens	namens		adv	B2+	названный
Achse	die Achse, -n		die	B2+	ось
klingeln, klingelt, klingelte, hat geklingelt	klingeln, klingelt, klingelte, hat geklingelt		verb	B1	звонил
speichern, speichert, speicherte, hat gespeichert	speichern, speichert, speicherte, hat gespeichert		verb	A2	сохранить
Tee	der Tee, -s		der	A1	чай
Zeuge	der Zeuge, -n		der	B1	свидетель
Aufwand	der Aufwand, -̈e		der	B2+	усилие
Kooperation	die Kooperation, -en		die	B2+	сотрудничество
Kritiker	der Kritiker, -		der	B2+	критик
Tal	das Tal, -̈er		das	B1	долина
derartig	derartig		adj	B2+	такой
Erste	die Erste		der, die	A1	первый
vielfach	vielfach		adj	B2+	много раз
empfangen, empfängt, empfing, hat empfangen	empfangen, empfängt, empfing, hat empfangen		verb	B1	получил
Ernährung	die Ernährung, -en		die	B1	питание
Küste	die Küste, -n		die	B1	побережье
mitkommen, kommt mit, kam mit, ist mitgekommen	mitkommen, kommt mit, kam mit, ist mitgekommen		verb	A1	пойдем со мной
Republik	die Republik, -en		die	B2+	республика
zucken, zuckt, zuckte, hat gezuckt	zucken, zuckt, zuckte, hat gezuckt		verb	B2+	дергаться
anschließen, schließt an, schloss an, hat angeschlossen	anschließen, schließt an, schloss an, hat angeschlossen		verb	B1	соединить
austauschen, tauscht aus, tauschte aus, hat ausgetauscht	austauschen, tauscht aus, tauschte aus, hat ausgetauscht		verb	B2+	обмениваться
beschleunigen, beschleunigt, beschleunigte, hat beschleunigt	beschleunigen, beschleunigt, beschleunigte, hat beschleunigt		verb	B2+	ускоряться
Norm	die Norm, -en		die	B2+	норма
anstellen, stellt an, stellte an, hat angestellt	anstellen, stellt an, stellte an, hat angestellt		verb	B1	нанять
decken, deckt, deckte, hat gedeckt	decken, deckt, deckte, hat gedeckt		verb	B2+	покрыть
grob	grob		adj	B2+	примерно
Protest	der Protest, -e		der	B1	протест
Tour	die Tour, -en		die	A2	тур
Überblick	der Überblick, -e		der	B2+	обзор
Geschäftsführer	der Geschäftsführer, -		der	B2+	управляющий директор
Griff	der Griff, -e		der	B2+	ручка
küssen, küsst, küsste, hat geküsst	küssen, küsst, küsste, hat geküsst		verb	B1	поцелуй
Liter	der Liter, -		der	B2+	литры
Subjekt	das Subjekt, -e		das	B2+	предмет
Außenminister	der Außenminister, -		der	B2+	министр иностранных дел
Faser	die Faser, -n		die	B2+	волокно
Schatz	der Schatz, -̈e		der	B2+	милая
sekundär	sekundär		adj	B2+	вторичный
Zentralbank	die Zentralbank, -en		die	B2+	центральный банк
Alte	die Alte		der, die, das	B2+	старый
Angestellte	die Angestellte		der, die	B2+	сотрудники
dankbar	dankbar		adj	B1	благодарен
faszinieren, fasziniert, faszinierte, hat fasziniert	faszinieren, fasziniert, faszinierte, hat fasziniert		verb	B2+	очаровывать
Flur	der Flur, -e		der	B1	прихожая
Hemd	das Hemd, -en		das	A2	рубашка
inhaltlich	inhaltlich		adj	B2+	с точки зрения содержания
Begründung	die Begründung, -en		die	B1	обоснование
dreimal	dreimal		adv	B2+	три раза
momentan	momentan		adv	B2+	в настоящее время
zögern, zögert, zögerte, hat gezögert	zögern, zögert, zögerte, hat gezögert		verb	B2+	колебаться
derart	derart		adv	B2+	вот так
kreativ	kreativ		adj	B1	творческий
einziehen, zieht ein, zog ein, hat eingezogen	einziehen, zieht ein, zog ein, hat eingezogen		verb	A2	въехать
Ausmaß	das Ausmaß, -e		das	B2+	степень
Feind	der Feind, -e		der	B2+	враг
verbrennen, verbrennt, verbrannte, ist verbrannt	verbrennen, verbrennt, verbrannte, ist verbrannt		verb	B2+	сжечь
Vorstand	der Vorstand, -̈e		der	B2+	Совет директоров
Atem	der Atem		der	B2+	дыхание
Distanz	die Distanz, -en		die	B1	расстояние
Händler	der Händler, -		der	B1	дилер
hassen, hasst, hasste, hat gehasst	hassen, hasst, hasste, hat gehasst		verb	B1	ненавижу
Muster	das Muster, -		das	B2+	узор
ausführlich	ausführlich		adj	B2+	подробный
bedenken, bedenkt, bedachte, hat bedacht	bedenken, bedenkt, bedachte, hat bedacht		verb	B2+	рассмотреть
Terror	der Terror		der	B2+	террор
Verfassung	die Verfassung, -en		die	B2+	конституция
blind	blind		adj	B1	слепой
einschlafen, schläft ein, schlief ein, ist eingeschlafen	einschlafen, schläft ein, schlief ein, ist eingeschlafen		verb	B2+	заснуть
Flüchtlingskrise	die Flüchtlingskrise, -n		die	B2+	кризис беженцев
Ärger	der Ärger		der	B2+	проблема
allmählich	allmählich		adj	B2+	постепенно
Führer	der Führer, -		der	B2+	лидер
Vitamin	das Vitamin, -e		das	B1	витамин
Abschied	der Abschied, -e		der	B1	прощай
Hafen	der Hafen, -̈		der	B1	порт
Niere	die Niere, -n		die	B2+	почка
abbilden, bildet ab, bildete ab, hat abgebildet	abbilden, bildet ab, bildete ab, hat abgebildet		verb	B2+	изображать
Rezeptor	der Rezeptor, -en		der	B2+	рецептор
etablieren, etabliert, etablierte, hat etabliert	etablieren, etabliert, etablierte, hat etabliert		verb	B2+	установить
Messer	das Messer, -		das	A2	нож
teils	teils		adv	B2+	частично
Brasilien	Brasilien		das	B2+	Бразилия
ergreifen, ergreift, ergriff, hat ergriffen	ergreifen, ergreift, ergriff, hat ergriffen		verb	B2+	схватить
Grundgesetz	das Grundgesetz, -e		das	B2+	основной закон
Herkunft	die Herkunft, -̈e		die	B1	происхождение
hinausgehen, geht hinaus, ging hinaus, ist hinausgegangen	hinausgehen, geht hinaus, ging hinaus, ist hinausgegangen		verb	B2+	выйди
Katastrophe	die Katastrophe, -n		die	B1	катастрофа
lehnen, lehnt, lehnte, hat gelehnt	lehnen, lehnt, lehnte, hat gelehnt		verb	B2+	наклонился
beraten, berät, beriet, hat beraten	beraten, berät, beriet, hat beraten		verb	A2	посоветовал
bürgerlich	bürgerlich		adj	B2+	гражданский
Erlebnis	das Erlebnis, -se		das	B1	опыт
nachher	nachher		adv	B1	потом
übergehen, geht über, ging über, ist übergegangen	übergehen, geht über, ging über, ist übergegangen		verb	B2+	пройти
Wut	die Wut		die	B2+	Гнев
aufrufen, ruft auf, rief auf, hat aufgerufen	aufrufen, ruft auf, rief auf, hat aufgerufen		verb	B2+	позвони
quer	quer		adj	B2+	через
Kapitän	der Kapitän, -e		der	B2+	капитан
zusammenhängen, hängt zusammen, hing zusammen, hat zusammengehangen	zusammenhängen, hängt zusammen, hing zusammen, hat zusammengehangen		verb	B2+	соединены
Ausländer	der Ausländer, -		der	A1	иностранцы
Beschäftigte	die Beschäftigte		der, die	B2+	сотрудники
Bundesliga	die Bundesliga, -en		die	B2+	бундеслига
nähern, nähert, näherte, hat genähert	nähern (sich), nähert, näherte, hat genähert		verb	B1	приблизился
übel	übel		adj	B2+	плохой
Ufer	das Ufer, -		das	B1	берег
Dichte	die Dichte, -n		die	B2+	плотность
ehe	ehe		conj	B1	брак
Strahlung	die Strahlung, -en		die	B2+	радиация
Virus	das Virus, -en		das	B1	вирус
Kontinent	der Kontinent, -e		der	B2+	континент
Milligramm	das Milligramm, -		das	B2+	миллиграммы
schwedisch	schwedisch		adj, das	B2+	шведский
sexuell	sexuell		adj	B2+	сексуальный
hierher	hierher		adv	B1	здесь
ironisch	ironisch		adj	B2+	ироничный
Sprung	der Sprung, -̈e		der	B2+	прыжок
vorerst	vorerst		adv	B2+	на данный момент
experimentell	experimentell		adj	B2+	экспериментальный
kühl	kühl		adj	A2	круто
Maler	der Maler, -		der	B1	художник
Opposition	die Opposition, -en		die	B2+	оппозиция
Saal	der Saal, -̈le		der	B1	зал
syrisch	syrisch		adj	B2+	сирийский
Grundsatz	der Grundsatz, -̈e		der	B2+	принцип
loben, lobt, lobte, hat gelobt	loben, lobt, lobte, hat gelobt		verb	B1	хвалить
Zustimmung	die Zustimmung, -en		die	B1	согласие
Absicht	die Absicht, -en		die	B1	намерение
Adresse	die Adresse, -n		die	A1	адрес
Akzent	der Akzent, -e		der	B2+	акцент
verlängern, verlängert, verlängerte, hat verlängert	verlängern, verlängert, verlängerte, hat verlängert		verb	B1	продлить
Nahrung	die Nahrung, -en		die	B2+	еда
niederländisch	niederländisch		adj, das	B2+	голландский
Planet	der Planet, -en		der	B2+	планета
Stress	der Stress, -e		der	A2	стресс
