note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807418612;1784825171;B1 die;1917;die Physik;fyˈziːk;die;physics;физика;Die Physik ist eine Wissenschaft und untersucht grundlegende Phänomene in der Natur.;Physics is a science and investigates fundamental phenomena in nature.;Физика — это наука, изучающая фундаментальные явления в природе.;;;;;;;;;;;;;43.5666670050804 | 0.618080699211603;;B1;;;;;;;
1679807418613;1784825173;B1 die;1918;die Erkrankung, -en;ɛɐ̯ˈkʁaŋkʊŋ;die;illness, disease;заболевание;Das frühe Erkennen von Erkrankungen kann Leben retten.;The early detection of diseases can save lives.;Раннее распознавание заболеваний может спасти жизнь.;;;;;;;;;;;;;43.5173834451199 | 0.72163951299115;;B1;;;;;;;
1679807418614;1784825174;adj B1 das;1919;spanisch;ˈʃpaːnɪʃ;adj;Spanish;испанский;Ich höre gerne spanische Musik.;I like Spanish music.;Я люблю слушать испанскую музыку.;das;Spanish;испанский;Laura lernt in der Schule seit zwei Jahren Spanisch.;Laura has been learning Spanish at school for two years.;Лаура учит в школе испанский язык уже два года.;;;;;;;43.5173834451199 | 0.848828246517432;;B1;;;;;;;
1679807418615;1784825175;B1 der;1920;der Teilnehmer, -;ˈtaɪ̯lˌneːmɐ;der;participant;участник;Die Teilnehmer des Experiments dürfen nicht über den Vorgang sprechen.;The participants of the experiment are not allowed to talk about the process.;Участникам эксперимента запрещено говорить о процессе.;;;;;;;;;;;;;43.5173834451199 | 0.882909655288835;;B1;;;;;;;
1679807418616;1784825176;A2 die;1921;die Veranstaltung, -en;fɛɐ̯ˈʔanʃtaltʊŋ;die;event;мероприятие;Heute Abend findet eine Veranstaltung in der Schule statt.;An event is taking place at the school tonight.;Сегодня вечером в школе состоится мероприятие.;;;;;;;;;;;;;43.5173834451199 | 0.90622948929102;;A2;;;;;;;
1679807418617;1784825177;B1 verb;1922;vorhaben, hat vor, hatte vor, hat vorgehabt;ˈfoːɐ̯ˌhaːbn̩;verb;to have in mind, be planning, intend;планировать;Heute Abend kann ich nicht mit ins Kino gehen, weil ich schon etwas anderes vorhabe.;I can’t go to the movies tonight because I already have other plans.;Сегодня вечером я не могу пойти в кино, потому что у меня уже есть другие планы.;;;;;;;;;;;;;43.4680998851594 | 0.862268571570052;;B1;;ichhabe vorduhast vorer/sie/eshat vorwirhaben vorihrhat vorsie/Siehaben vorPrät. ich hatte vor | Perf. ich habe vorgehabt;;;;;
1679807418618;1784825178;B1 verb;1923;verbergen, verbirgt, verbarg, hat verborgen;fɛɐ̯ˈbɛʁɡn̩;verb;to hide, conceal;скрывать;Katja verbirgt ihre Wut und lächelt.;Katja hides her anger and smiles.;Катя скрывает свою злость и улыбается.;;;;;;;;;;;;;43.4188163251989 | 0.901786320578562;;B1;;ichverbergeduverbirgster/sie/esverbirgtwirverbergenihrverbirgtsie/SieverbergenPrät. ich verbarg | Perf. ich habe verborgen;;;;;
1679807418619;1784825179;B1 part;1924;aha;aˈha;part;aha, I see;ага;Aha, deswegen kommst du also zu spät.;Aha, that’s why you’re too late.;Ага, вот почему ты опаздываешь.;;;;;;;;;;;;;43.3695327652384 | 0.699268360230375;;B1;;;;;;;
1679807418620;1784825181;A2 verb;1925;malen, malt, malte, hat gemalt;ˈmaːlən;verb;to paint;рисовать;Die Kinder malen schon den ganzen Morgen Bilder.;The children have been painting pictures all morning.;Дети рисуют картины уже всё утро.;;;;;;;;;;;;;43.3695327652384 | 0.862721002124134;;A2;;ichmaledumalster/sie/esmaltwirmalenihrmaltsie/SiemalenPrät. ich malte | Perf. ich habe gemalt;;;;;
1679807418621;1784825182;A1 die;1926;die Post, -en;pɔst;die;mail, post office;почта;Nach dem Urlaub liegt im Büro viel Post, die ich beantworten muss.;After the vacation there is a lot of mail in the office that I have to answer.;После отпуска в офисе лежит много почты, на которую я должен ответить.;;;;;;;;;;;;;43.3695327652384 | 0.867653697746319;;A1;;;;;;;
1679807418622;1784825184;B1 die;1927;die Seele, -n;ˈzeːlə;die;soul, mind;душа;Die Vorstellung der Seele ist je nach Religion und Philosophie unterschiedlich.;The idea of the soul varies according to religion and philosophy.;Представление о душе различается в зависимости от религии и философии.;;;;;;;;;;;;;43.3695327652384 | 0.90103100088053;;B1;;;;;;;
1679807418623;1784825185;A2 verb;1928;üben, übt, übte, hat geübt;ˈyːbn̩;verb;to practice;упражняться;Die Kinder üben für ein Stück, das sie in zwei Wochen präsentieren.;The children are practicing for a play that they will present in two weeks.;Дети репетируют пьесу, которую они представят через две недели.;;;;;;;;;;;;;43.3695327652384 | 0.929600100789541;;A2;;ichübeduübster/sie/esübtwirübenihrübtsie/SieübenPrät. ich übte | Perf. ich habe geübt;;;;;
1679807418624;1784825186;B1 der;1929;der August, -e;aʊ̯ˈɡʊst;der;August;август;Die Prüfungen für das Sommersemester finden alle im August statt.;The examinations for the summer semester all take place in August.;Экзамены на летний семестр проходят в августе.;;;;;;;;;;;;;43.320249205278 | 0.901945887348536;;B1;;;;;;;
1679807418625;1784825189;B1 der;1930;der Knochen, -;ˈknɔxn̩;der;bone;кость;Ein Mensch hat mehr als 200 Knochen.;A human being has more than 200 bones.;У человека более 200 костей.;;;;;;;;;;;;;43.320249205278 | 0.755600147106969;;B1;;;;;;;
1679807418626;1784825191;B1 das;1931;das Geräusch, -e;ɡəˈʁɔɪ̯ʃ;das;sound, noise;шум;Sie hört, dass das Auto ein komisches Geräusch macht.;She hears the car making a funny noise.;Она слышит, что машина издает странный шум.;;;;;;;;;;;;;43.2709656453175 | 0.852802705599108;;B1;;;;;;;
1679807418627;1784825192;B1 die;1932;die Gegenwart;ˈɡeːɡn̩ˌvaʁt;die;present;современность;Die Menschen der Gegenwart können über das Internet viel einfacher miteinander in Kontakt treten.;People of the present can contact each other much more easily via the internet.;Люди современности могут гораздо проще связываться друг с другом через интернет.;;;;;;;;;;;;;43.221682085357 | 0.906694888559939;;B1;;;;;;;
1679807418628;1784825193;adj B1;1933;generell;ɡenəˈʁɛl;adj;general;обычно;Sven fährt generell nicht mit dem Auto und geht lieber zu Fuß.;Sven generally does not drive and prefers to walk.;Свен обычно не ездит на машине и предпочитает ходить пешком.;;;;;;;;;;;;;43.221682085357 | 0.906761546558378;;B1;;;;;;;
1679807418629;1784825194;B1 die;1934;die Aminosäure, -n;aˈmiːnoˌzɔɪ̯ʁə;die;amino acid;аминокислота;Die Aminosäure ist eine chemische Verbindung.;The amino acid is a chemical compound.;Аминокислота — это химическое соединение.;;;;;;;;;;;;;43.1723985253965 | 0.376478290556703;;B1;;;;;;;
1679807418630;1784825196;B1 das;1935;das Marketing;ˈmaʁkətɪŋ;das;marketing;маркетинг;Der Chef und der Manager diskutieren eine neue Strategie für das Marketing der Firma.;The boss and the manager discuss a new strategy for the marketing of the company.;Шеф и менеджер обсуждают новую стратегию для маркетинга фирмы.;;;;;;;;;;;;;43.1723985253965 | 0.479134214268466;;B1;;;;;;;
1679807418631;1784825197;B1 das;1936;das Phänomen, -e;fɛnoˈmeːn;das;phenomenon;феномен;Phänomene sind Dinge, die der Mensch mit seinen Sinnen wahrnehmen kann.;Phenomena are things that people can perceive with their senses.;Феномены — это вещи, которые человек может воспринимать своими чувствами.;;;;;;;;;;;;;43.1723985253965 | 0.870749199981021;;B1;;;;;;;
1679807418632;1784825199;B1 der;1937;der Russe, -n;ˈʁʊsə;der;Russian;русский;Ivanas Vater ist Russe, weshalb sie auch Russisch spricht.;Ivana’s father is Russian, which is why she speaks Russian.;Отец Иваны — русский, поэтому она и говорит по-русски.;;;;;;;;;;;;;43.1723985253965 | 0.824097990792098;;B1;;;;;;;
1679807418633;1784825200;A2 die;1938;die Brücke, -n;ˈbʁʏkə;die;bridge;мост;Die Kinder werfen Steine von der Brücke in den Fluss.;The children throw stones from the bridge into the river.;Дети бросают камни с моста в реку.;;;;;;;;;;;;;43.123114965436 | 0.911318838911269;;A2;;;;;;;
1679807418634;1784825201;A1 pron;1939;daneben;daˈneːbm̩;pron;beside it, next to it;рядом;Auf dem Foto sieht man Günter und Hartmut und daneben steht ihre Schwester Gisela.;On the photo you can see Günter and Hartmut and next to them is their sister Gisela.;На фотографии видны Гюнтер и Хартмут, а рядом стоит их сестра Гизела.;;;;;;;;;;;;;43.123114965436 | 0.937821701966795;;A1;;;;;;;
1679807418635;1784825202;A1 das;1940;das Gewicht, -e;ɡəˈvɪçt;das;weight;вес;Das zu hohe Gewicht vieler Kinder sorgt die Ärzte.;The doctors are concerned about the excessive weight of many children.;Слишком большой вес многих детей беспокоит врачей.;;;;;;;;;;;;;43.123114965436 | 0.916727320804779;;A1;;;;;;;
1679807418636;1784825203;B1 verb;1941;beruhigen, beruhigt, beruhigte, hat beruhigt;bəˈʁuːɪɡn̩;verb;to calm;успокаивать;Die Ärztin beruhigt den Patienten, der Angst hat.;The doctor calms the patient who is afraid.;Врач успокаивает пациента, который боится.;;;;;;;;;;;;;43.0738314054755 | 0.901615509795979;;B1;;ichberuhigeduberuhigster/sie/esberuhigtwirberuhigenihrberuhigtsie/SieberuhigenPrät. ich beruhigte | Perf. ich habe beruhigt;;;;;
1679807418637;1784825204;adv B1;1942;ansonsten;anˈzɔnstn̩;adv;otherwise;иначе;Wenn es keinen Kaffee gibt, nehme ich ansonsten einen Tee.;If there’s no coffee, I’ll have tea otherwise.;Если нет кофе, я в противном случае возьму чай.;;;;;;;;;;;;;43.024547845515 | 0.917900878245975;;B1;;;;;;;
1679807418638;1784825206;adj B1;1943;verrückt;fɛɐ̯ˈʁʏkt;adj;crazy, insane;сумасшедший;Diese Idee ist vollkommen verrückt.;This idea is completely insane.;Эта идея совершенно сумасшедшая.;;;;;;;;;;;;;43.024547845515 | 0.893087479007357;;B1;;;;;;;
1679807418639;1784825217;B1 verb;1944;versorgen, versorgt, versorgte, hat versorgt;fɛɐ̯ˈzɔʁɡn̩;verb;to supply, provide, look after;обеспечивать;Es ist wichtig, arme Menschen mit Lebensmitteln zu versorgen.;It is important to provide poor people with food.;Важно обеспечивать бедных людей продуктами питания.;;;;;;;;;;;;;43.024547845515 | 0.817035190901215;;B1;;ichversorgeduversorgster/sie/esversorgtwirversorgenihrversorgtsie/SieversorgenPrät. ich versorgte | Perf. ich habe versorgt;;;;;
1679807418640;1784825218;A1 verb;1945;laden, lädt, lud, hat geladen;ˈlaːdn̩;verb;to load;грузить;Kräftige Männer laden die Ware auf den LKW.;Strong men are loading the goods onto the truck.;Крепкие мужчины грузят товар в грузовик.;;;;;;;;;;;;;42.9752642855545 | 0.909556845498691;;A1;;ichladedulädester/sie/eslädtwirladenihrlädtsie/SieladenPrät. ich lud | Perf. ich habe geladen;;;;;
1679807418641;1784825220;B1 der;1946;der Start, -s;ʃtaʁt;der;start, takeoff, launch;старт;Die Teilnehmer des Rennens gehen alle an den Start.;The participants of the race all go to the start.;Все участники гонки выходят на старт.;;;;;;;;;;;;;42.9752642855545 | 0.856828556427966;;B1;;;;;;;
1679807418642;1784825221;A2 verb;1947;wagen, wagt, wagte, hat gewagt;ˈvaːɡn̩;verb;to dare, risk;осмеливаться;Dominik wagt sich auf das dünne Eis auf dem See.;Dominik dares to walk on the thin ice on the lake.;Доминик осмеливается выйти на тонкий лёд на озере.;;;;;;;;;;;;;42.8766971656335 | 0.915930107364539;;A2;;ichwageduwagster/sie/eswagtwirwagenihrwagtsie/SiewagenPrät. ich wagte | Perf. ich habe gewagt;;;;;
1679807418643;1784825222;A1 adj;1948;weiblich;ˈvaɪ̯plɪç;adj;feminine, female;женский;Sina und Anja sind meine einzigen weiblichen Freundinnen.;Sina and Anja are my only female friends.;Зина и Аня — мои единственные подруги.;;;;;;;;;;;;;42.827413605673 | 0.883806682029138;;A1;;;;;;;
1679807418644;1784825224;adv B1;1949;seitdem;zaɪ̯tˈdeːm;adv;since then;с тех пор;Seitdem Jonas den neuen Job hat, ist er seltener zu Hause.;Since Jonas got the new job, he’s at home less.;С тех пор как у Йонаса новая работа, он реже бывает дома.;;;;;;;;;;;;;42.7781300457125 | 0.915684181723415;;B1;;;;;;;
1679807418645;1784825225;A1 die;1950;die Treppe, -n;ˈtʁɛpə;die;stairs;лестница;In unserem Haus gibt es zwei Treppen.;In our house there are two stairs.;В нашем доме есть две лестницы.;;;;;;;;;;;;;42.7781300457125 | 0.847544199166176;;A1;;;;;;;
1679807418646;1784825227;B1 die;1951;die Decke, -n;ˈdɛkə;die;ceiling, blanket;одеяло;Im Winter schläft Matthias unter zwei Decken, wenn ihm kalt ist.;In the winter Matthias sleeps under two blankets when he is cold.;Зимой Маттиас спит под двумя одеялами, если ему холодно.;;;потолок;;;;;;;;;;42.728846485752 | 0.8582466563976;;B1;;;;;;;
1679807418647;1784825228;B1 die;1952;die Einstellung, -en;ˈaɪ̯nˌʃtɛlʊŋ;die;attitude, employment;отношение;Die politische Einstellung vieler Leute zeigt sich in den Ergebnissen der Wahl.;The political attitude of many people is shown in the results of the election.;Политическое отношение многих людей проявляется в результатах выборов.;;;;;;;;;;;;;42.728846485752 | 0.849615205015385;;B1;;;;;;;
1679807418648;1784825229;A1 verb;1953;heiraten, heiratet, heiratete, hat geheiratet;ˈhaɪ̯ʁaːtn̩;verb;to marry;жениться;Maria heiratet nächstes Jahr ihren Freund Steffen.;Maria marries her boyfriend Steffen next year.;Мария выходит замуж за своего парня Штеффена в следующем году.;;;жениться;;;;;;жениться;;;;42.728846485752 | 0.867005393238236;;A1;;ichheirateduheiratester/sie/esheiratetwirheiratenihrheiratetsie/SieheiratenPrät. ich heiratete | Perf. ich habe geheiratet;;;;;
1679807418649;1784825230;B1 prep;1954;mittels;ˈmɪtl̩s;prep;by means of;посредством;Die Feuerwehr rettet die Leute mittels Leiter aus dem Haus.;The fire brigade rescues the people from the house by means of a ladder.;Пожарная команда спасает людей из дома посредством лестницы.;;;;;;;;;;;;;42.728846485752 | 0.860854569006428;;B1;;;;;;;
1679807418650;1784825231;A2 der;1955;der Unfall, -̈e;ˈʊnfal;der;accident;авария;Ich hatte einen Unfall mit dem Auto und liege jetzt im Krankenhaus.;I had an accident with my car and I’m in the hospital.;Я попал в аварию на машине и сейчас лежу в больнице.;;;;;;;;;;;;;42.728846485752 | 0.880542966360954;;A2;;;;;;;
1679807418651;1784825232;B1 der;1956;der Bestandteil, -e;bəˈʃtantˌtaɪ̯l;der;component;компонент;Zucker ist Bestandteil vieler Lebensmittel.;Sugar is a component of many foods.;Сахар является компонентом многих продуктов питания.;;;;;;;;;;;;;42.6795629257915 | 0.863467204156742;;B1;;;;;;;
1679807418652;1784825233;A1 der;1957;der Regen, -;ˈʁeːɡn̩;der;rain;дождь;Schlechtes Wetter bedeutet oft, dass es Regen gibt.;Bad weather often means rain.;Плохая погода часто означает, что идет дождь.;;;;;;;;;;;;;42.6795629257915 | 0.892063165788854;;A1;;;;;;;
1679807418653;1784825234;A1 verb;1958;entschuldigen, entschuldigt, entschuldigte, hat entschuldigt;ɛntˈʃʊldɪɡn̩;verb;to excuse, apologize;извиняться;Paula entschuldigt sich bei ihrer Schwester, weil sie sie geärgert hat.;Paula apologizes to her sister for teasing her.;Паула извиняется перед своей сестрой, потому что она ее рассердила.;;;;;;;;;;;;;42.630279365831 | 0.860214199624625;;A1;;ichentschuldigeduentschuldigster/sie/esentschuldigtwirentschuldigenihrentschuldigtsie/SieentschuldigenPrät. ich entschuldigte | Perf. ich habe entschuldigt;;;;;
1679807418654;1784825235;A1 der;1959;der Fisch, -e;fɪʃ;der;fish;рыба;Er isst lieber Fisch als Fleisch.;He prefers fish to meat.;Он предпочитает есть рыбу, а не мясо.;;;;;;;;;;;;;42.630279365831 | 0.890370600530164;;A1;;;;;;;
1679807418655;1784825236;B1 die;1960;die Medizin, -en;mediˈt͡siːn;die;medicine;медицина;Melanie studiert Medizin an der Humboldt- Universität in Berlin.;Melanie is studying medicine at the Humboldt University in Berlin.;Мелани изучает медицину в Берлинском университете имени Гумбольдта.;;;лекарство;;;;;;лекарство;;;;42.630279365831 | 0.773621093462348;;B1;;;;;;;
1679807418656;1784825238;B1 das;1961;das Schicksal, -e;ˈʃɪkˌz̥aːl;das;fate;судьба;Es ist Schicksal, dass wir uns nach so langer Zeit wieder treffen.;It is fate that we meet again after such a long time.;Это судьба, что мы снова встречаемся спустя так много времени.;;;;;;;;;;;;;42.630279365831 | 0.900103367081608;;B1;;;;;;;
1679807418657;1784825239;B1 verb;1962;aufgehen, geht auf, ging auf, ist aufgegangen;ˈaʊ̯fˌɡeːən;verb;to rise, open;восходить;Die Sonne geht morgen um sechs Uhr auf.;The sun will rise tomorrow at six o’clock.;Солнце завтра взойдет в шесть часов.;;;открываться;;;;;;пониматься;;;;42.5809958058705 | 0.917036431375579;;B1;;ichgehe aufdugehst aufer/sie/esgeht aufwirgehen aufihrgeht aufsie/Siegehen aufPrät. ich ging auf | Perf. ich bin aufgegangen;;;;;
1679807418658;1784825241;B1 das;1963;das Video, -s;ˈviːdeo;das;video;видео;Marlies macht ein Video von ihren Kindern, damit sie sich später an den Moment erinnern kann.;Marlies makes a video of her children so she can remember the moment later.;Марлис снимает видео своих детей, чтобы она могла позже вспомнить этот момент.;;;;;;;;;;;;;42.53171224591 | 0.880145088833482;;B1;;;;;;;
1679807418659;1784825242;B1 verb;1964;zugehen, geht zu, ging zu, ist zugegangen;ˈt͡suːˌɡeːən;verb;to approach, close;подходить;Ich gehe langsam auf den großen Hund zu.;I’m slowly approaching the big dog.;Я медленно подхожу к большой собаке.;;;;;;;;;;;;;42.53171224591 | 0.852129758143915;;B1;;ichgehe zudugehst zuer/sie/esgeht zuwirgehen zuihrgeht zusie/Siegehen zuPrät. ich ging zu | Perf. ich bin zugegangen;;;;;
1679807418660;1784825252;adj B1;1965;durchschnittlich;ˈdʊʁçˌʃnɪtlɪç;adj;average;средний;In Deutschland wird durchschnittlich mehr Bier getrunken als in anderen europäischen Ländern.;On average, more beer is drunk in Germany than in other European countries.;В Германии в среднем пьют больше пива, чем в других европейских странах.;;;;;;;;;;;;;42.4824286859495 | 0.873110753399881;;B1;;;;;;;
1679807418661;1784825252;A2 der;1966;der Strand, -̈e;ʃtʁant;der;beach;пляж;Sabines Familie macht in diesem Jahr Urlaub in Italien am Strand.;Sabine’s family is on vacation in Italy this year at the beach.;Семья Сабины в этом году проводит отпуск в Италии на пляже.;;;;;;;;;;;;;42.4824286859495 | 0.808985376438477;;A2;;;;;;;
1679807418662;1784825253;B1 der;1967;der Zins, -en;t͡sɪns;der;interest;процент;Der Kredit bei meiner Bank hat nur sehr geringe Zinsen.;The interest on the loan from my bank is very low.;Кредит в моем банке имеет лишь очень низкие проценты.;;;;;;;;;;;;;42.4824286859495 | 0.732072539668085;;B1;;;;;;;
1679807418663;1784825255;B1 verb;1968;bewerten, bewertet, bewertete, hat bewertet;bəˈveːɐ̯tn̩;verb;to assess, judge;оценивать;Der Lehrer bewertet die Tests.;The teacher assesses the tests.;Учитель оценивает тесты.;;;;;;;;;;;;;42.433145125989 | 0.844669408034244;;B1;;ichbewertedubewertester/sie/esbewertetwirbewertenihrbewertetsie/SiebewertenPrät. ich bewertete | Perf. ich habe bewertet;;;;;
1679807418664;1784825256;B1 prep;1969;bezüglich;bəˈt͡syːklɪç;prep;regarding;относительно;Ich schreibe Toms Eltern einen Brief bezüglich dessen schlechten Verhaltens in der Schule.;I’m writing Tom’s parents a letter regarding his bad behavior at school.;Я пишу родителям Тома письмо относительно его плохого поведения в школе.;;;;;;;;;;;;;42.433145125989 | 0.84427059136092;;B1;;;;;;;
1679807418665;1784825258;B1 verb;1970;begeistern, begeistert, begeisterte, hat begeistert;bəˈɡaɪ̯stɐn;verb;to inspire, be enthusiastic;вдохновлять;Die Schauspieler begeistern das Publikum mit ihrem neuen Stück.;The actors inspire the audience with their new play.;Актеры вдохновляют публику своей новой пьесой.;;;;;;;;;;;;;42.3838615660285 | 0.922292586159681;;B1;;ichbegeistedubegeisterster/sie/esbegeistertwirbegeisternihrbegeistertsie/SiebegeisternPrät. ich begeisterte | Perf. ich habe begeistert;;;;;
1679807418666;1784825259;B1 die;1971;die Ladung, -en;ˈlaːdʊŋ;die;charge, load;груз;Bei dem Unfall hat sich die Ladung des Wagens gelöst.;The car’s load came loose in the accident.;При аварии груз автомобиля открепился.;;;;;;;;;;;;;42.3838615660285 | 0.692169533737163;;B1;;;;;;;
1679807418667;1784825261;adv B1;1972;äußerst;ˈɔɪ̯sɐst;adv;extremely;чрезвычайно;Lisa ist eine äußerst kluge Studentin.;Lisa is an extremely clever student.;Лиза — чрезвычайно умная студентка.;;;;;;;;;;;;;42.334578006068 | 0.934971588182485;;B1;;;;;;;
1679807418668;1784825262;A1 adj;1973;lustig;ˈlʊstɪç;adj;funny, enjoyable;веселый;Alle lachen, weil Anika so lustig ist.;Everybody laughs because Anika is so funny.;Все смеются, потому что Аника такая веселая.;;;;;;;;;;;;;42.2852944461075 | 0.892542930402003;;A1;;;;;;;
1679807418669;1784825263;adj B1;1974;potenziell;potɛnˈt͡si̯ɛl;adj;potential;потенциальный;Magnus ist ein potenzieller Kandidat für den Job.;Magnus is a potential candidate for the job.;Магнус — потенциальный кандидат на эту должность.;;;;;;;;;;;;;42.2852944461075 | 0.871452473661482;;B1;;;;;;;
1679807418670;1784825264;B1 der;1975;der Dichter, -;ˈdɪçtɐ;der;writer, poet;поэт;Georg Trakl war ein österreichischer Dichter.;Georg Trakl was an Austrian poet.;Георг Тракль был австрийским поэтом.;;;;;;;;;;;;;42.236010886147 | 0.706054709082038;;B1;;;;;;;
1679807418671;1784825265;B1 die;1976;die Religion, -en;ʁeliˈɡi̯oːn;die;religion;религия;In meiner Religion gibt es einen Gott.;There is a God in my religion.;В моей религии есть один Бог.;;;;;;;;;;;;;42.236010886147 | 0.885628783061423;;B1;;;;;;;
1679807418672;1784825266;adj B1;1977;religiös;ʁeliˈɡi̯øːs;adj;religious;религиозный;Veronika ist sehr religiös und geht jeden Sonntag in die Kirche.;Veronika is very religious and goes to church every Sunday.;Вероника очень религиозна и ходит каждое воскресенье в церковь.;;;;;;;;;;;;;42.236010886147 | 0.87602214578877;;B1;;;;;;;
1679807418673;1784825267;adj B1;1978;nackt;nakt;adj;naked, bare;голый;Wenn sie auf die Welt kommen, sind alle Menschen nackt.;When they’re born, all humans are naked.;Когда они появляются на свет, все люди голые.;;;;;;;;;;;;;42.1867273261865 | 0.864882096882599;;B1;;;;;;;
1679807418674;1784825268;B1 die;1979;die Ware, -n;ˈvaːʁə;die;goods;товар;Der Besitzer des Ladens bekommt neue Ware, die er dann verkauft.;The owner of the shop gets new goods, which he then sells.;Владелец магазина получает новый товар, который он затем продает.;;;;;;;;;;;;;42.1867273261865 | 0.863882237052705;;B1;;;;;;;
1679807418675;1784825270;adj B1;1980;beruflich;bəˈʁuːflɪç;adj;professional;профессиональный;Timo ist beruflicher Erfolg wichtiger als eine eigene Familie.;To Timo professional success is more important than having your own family.;Для Тимо профессиональный успех важнее собственной семьи.;;;;;;;;;;;;;42.137443766226 | 0.870346223103653;;B1;;;;;;;
1679807418676;1784825271;A1 adj;1981;lokal;loˈkaːl;adj;local;местный;Die lokale Presse berichtet von Themen aus der Umgebung.;The local press reports on topics from the area.;Местная пресса сообщает о темах из окрестностей.;;;;;;;;;;;;;42.0881602062655 | 0.895313629790633;;A1;;;;;;;
1679807418677;1784825273;B1 der;1982;der Standard, -s;ˈstandaʁt;der;standard;стандарт;Die Herstellung von Bier folgt dem deutschen Standard.;The production of beer follows the German standard.;Производство пива следует немецкому стандарту.;;;;;;;;;;;;;41.940309526384 | 0.877813951199104;;B1;;;;;;;
1679807418678;1784825274;B1 der;1983;der Kanzler, -;ˈkant͡slɐ;der;chancellor;канцлер;Angela Merkel wurde im November 2005 zur Kanzlerin der Bundesrepublik Deutschland gewählt.;Angela Merkel was elected chancellor of the Federal Republic of Germany in November 2005.;Ангела Меркель была избрана канцлером Федеративной Республики Германия в ноябре 2005 года.;;;;;;;;;;;;;41.8910259664235 | 0.781008822037167;;B1;;;;;;;
1679807418679;1784825275;adv B1;1984;nochmal;ˈnɔxmaːl;adv;again;снова;Weil viele Studenten es nicht verstanden haben, erklärt der Professor das Problem nochmal.;Because many students did not understand it, the professor explains the problem again.;Так как многие студенты его не поняли, профессор объясняет проблему снова.;;;;;;;;;;;;;41.8910259664235 | 0.779652259093231;;B1;;;;;;;
1679807418680;1784825276;B1 verb;1985;auflösen, löst auf, löste auf, hat aufgelöst;ˈaʊ̯fˌløːzn̩;verb;to dissolve;растворяться;Der Zucker löst sich in dem Kaffee auf.;The sugar dissolves in the coffee.;Сахар растворяется в кофе.;;;;;;;;;;;;;41.841742406463 | 0.928759142440505;;B1;;ichlöse aufdulöst aufer/sie/eslöst aufwirlösen aufihrlöst aufsie/Sielösen aufPrät. ich löste auf | Perf. ich habe aufgelöst;;;;;
1679807418681;1784825277;B1 verb;1986;aufregen, regt auf, regte auf, hat aufgeregt;ˈaʊ̯fˌʁeːɡn̩;verb;to excite, upset, annoy;волноваться;Erzähl es ihnen nicht, sonst regen sie sich auf.;Don’t tell them, otherwise they’ll get upset.;Не рассказывай им это, иначе они разволнуются.;;;;;;;;;;;;;41.7924588465025 | 0.892550588695832;;B1;;ichrege aufduregst aufer/sie/esregt aufwirregen aufihrregt aufsie/Sieregen aufPrät. ich regte auf | Perf. ich habe aufgeregt;;;;;
1679807418682;1784825279;B1 die;1987;die Abhängigkeit, -en;ˈapˌhɛŋɪçkaɪ̯t;die;dependence;зависимость;Die Industrie für Autos hat eine wirtschaftliche Abhängigkeit von der Industrie für Metall.;The automotive industry is economically dependent on the metal industry.;Автомобильная промышленность имеет экономическую зависимость от металлургической промышленности.;;;;;;;;;;;;;41.743175286542 | 0.850004214929995;;B1;;;;;;;
1679807418683;1784825280;B1 die;1988;die Einrichtung, -en;ˈaɪ̯nˌʁɪçtʊŋ;die;institution, furnishings;обстановка;Die Einrichtung von Katjas Wohnung ist sehr modern.;The furnishings of Katja’s apartment are very modern.;Обстановка квартиры Кати очень современная.;;;;;;;;;;;;;41.6938917265815 | 0.873428980844517;;B1;;;;;;;
1679807418684;1784825286;B1 verb;1989;vereinigen, vereinigt, vereinigte, hat vereinigt;fɛɐ̯ˈʔaɪ̯nɪɡn̩;verb;to unite;объединяться;1990 vereinigten sich West- und Ostdeutschland wieder.;In 1990 West and East Germany reunited.;В 1990 году Западная и Восточная Германия воссоединились.;;;;;;;;;;;;;41.6938917265815 | 0.838400767249957;;B1;;ichvereinigeduvereinigster/sie/esvereinigtwirvereinigenihrvereinigtsie/SievereinigenPrät. ich vereinigte | Perf. ich habe vereinigt;;;;;
1679807418685;1784825288;A2 verb;1990;vereinbaren, vereinbart, vereinbarte, hat vereinbart;fɛɐ̯ˈʔaɪ̯nbaːʁən;verb;to agree;договариваться;Ludwig und Christian vereinbaren, sich um acht Uhr an der Universität zu treffen.;Ludwig and Christian agree to meet at the university at eight o’clock.;Людвиг и Кристиан договариваются встретиться в восемь часов в университете.;;;;;;;;;;;;;41.644608166621 | 0.857283900159728;;A2;;ichvereinbareduvereinbarster/sie/esvereinbartwirvereinbarenihrvereinbartsie/SievereinbarenPrät. ich vereinbarte | Perf. ich habe vereinbart;;;;;
