Word	Annotation	Sense	Part of Speech	Level	English
Mark	die Mark, -		die	B1	Deutschmark
Marke	die Marke, -n		die	B1	brand, stamp
Marketing	das Marketing		das	B1	marketing
markieren, markiert, markierte, hat markiert	markieren, markiert, markierte, hat markiert		verb	B1	to mark
Markt	der Markt, -̈e		der	A2	market
Marktanteil	der Marktanteil, -e		der	B2+	market share
Marktwirtschaft	die Marktwirtschaft, -en		die	B2+	market economy
Mars	der Mars		der	B2+	Mars
marschieren, marschiert, marschierte, ist marschiert	marschieren, marschiert, marschierte, ist marschiert		verb	B2+	to march
März	der März, -e		der	A2	March
Maschine	die Maschine, -n		die	A1	machine
Maske	die Maske, -n		die	B2+	mask
Maß	das Maß, -e		das	B1	measure
Masse	die Masse, -n		die	B1	mass, crowd
maßgeblich	maßgeblich		adj	B2+	significant, decisive
massiv	massiv		adj	B1	solid, massive, severe
Maßnahme	die Maßnahme, -n		die	B1	measure
Maßstab	der Maßstab, -̈e		der	B2+	scale, yardstick, standard
Material	das Material, -ien		das	B1	material
Materie	die Materie, -n		die	B2+	matter
materiell	materiell		adj	B2+	financial, material
Mathematik	die Mathematik		die	B1	mathematics
mathematisch	mathematisch		adj	B1	mathematical
Matrix	die Matrix, -zen		die	B1	matrix
Mauer	die Mauer, -n		die	B1	wall
Maul	das Maul, -̈er		das	B2+	mouth, jaws
Maus	die Maus, -̈e		die	B2+	mouse
maximal	maximal		adj	B1	maximum
Maximum, Maxima	das Maximum, die Maxima		das	B2+	maximum
Mechanik	die Mechanik, -en		die	B2+	mechanics
mechanisch	mechanisch		adj	B2+	mechanical
Mechanismus	der Mechanismus, -en		der	B1	mechanism
medial	medial		adj	B1	media
Medien	Medien		die (pl)	B1	media
Medikament	das Medikament, -e		das	A2	medicine, drug
Medium	das Medium, -en		das	B2+	medium
Medizin	die Medizin, -en		die	B1	medicine
Mediziner	der Mediziner, -		der	B2+	doctor, physician
medizinisch	medizinisch		adj	A2	medical
Meer	das Meer, -e		das	A1	sea, ocean
mehr	mehr		adv	A1	more
mehrere	mehrere		pron	B1	several, multiple, various
mehrfach	mehrfach		adj	B1	multiple, several
Mehrheit	die Mehrheit, -en		die	B1	majority
mehrmals	mehrmals		adv	B2+	repeatedly
meiden, meidet, mied, hat gemieden	meiden, meidet, mied, hat gemieden		verb	B2+	to avoid
mein	mein		pron	A1	my, mine
meinen, meint, meinte, hat gemeint	meinen, meint, meinte, hat gemeint		verb	A1	to think, have an opinion
Meinung	die Meinung, -en		die	A2	opinion
meist	meist		adv	A1	mostly, usually
meiste	meiste		adj	A1	most
meistens	meistens		adv	A2	mostly
Meister	der Meister, -		der	B1	master
Meisterschaft	die Meisterschaft, -en		die	B2+	championship
melden, meldet, meldete, hat gemeldet	melden, meldet, meldete, hat gemeldet		verb	B1	to report, register
Meldung	die Meldung, -en		die	B1	report
Membran	die Membran, -en		die	B1	membrane
Menge	die Menge, -n		die	A2	quantity, amount
Mensch	der Mensch, -en		der	A1	human being
Menschenrecht	das Menschenrecht, -e		das	B2+	human right
Menschheit	die Menschheit		die	B2+	humanity
menschlich	menschlich		adj	B1	human
merken, merkt, merkte, hat gemerkt	merken, merkt, merkte, hat gemerkt		verb	A2	to notice, remember
Merkmal	das Merkmal, -e		das	B1	feature
merkwürdig	merkwürdig		adj	B1	strange
Messe	die Messe, -n		die	A2	(trade) fair, mass
messen, misst, maß, hat gemessen	messen, misst, maß, hat gemessen		verb	B1	to measure
Messer	das Messer, -		das	A2	knife
Messung	die Messung, -en		die	B1	measuring, measurement
Metall	das Metall, -e		das	B1	metal
Meter, m	Meter, m		der	A2	meter
Methode	die Methode, -n		die	B1	method
Metropole	die Metropole, -n		die	B1	metropolis
Mexiko	Mexiko		das	B2+	Mexico
mich	mich		pron, (Reflexive pronoun in the acc.)	A1	me
Miene	die Miene, -n		die	B2+	face, expression, look
Miete	die Miete, -n		die	A1	rent
Migrant	der Migrant, -en		der	B1	migrant
Migration	die Migration, -en		die	B1	migration
Milch	die Milch, -e		die	A1	milk
mild	mild		adj	B1	mild, gentle
Militär	das Militär		das	B2+	military
militärisch	militärisch		adj	B1	military
Milliarde, Mrd.	Milliarde, Mrd.		die	A2	billion
Milligramm	das Milligramm, -		das	B2+	milligram
Milliliter, ml	Milliliter, ml		der	B1	milliliter
Millimeter, mm	Millimeter, mm		der	B1	millimeter
Million, Mio.	Million, Mio.		die	A1	million
Minderheit	die Minderheit, -en		die	B1	minority
mindestens	mindestens		adv	A2	at least
Mindestlohn	der Mindestlohn, -̈e		der	B2+	minimum wage
minimal	minimal		adj	B1	minimal
Minister	der Minister, -		der	B1	minister
Ministerium	das Ministerium, -en		das	B2+	ministry, department
Ministerpräsident	der Ministerpräsident, -en		der	B1	governor, minister president
Minus	das Minus, -se		das	B2+	minus, deficit
Minute	die Minute, -n		die	A1	minute
mir	mir		pron	A1	me
mischen, mischt, mischte, hat gemischt	mischen, mischt, mischte, hat gemischt		verb	B1	to mix, blend
Mischung	die Mischung, -en		die	B1	mixture, blend, combination
Missbrauch	der Missbrauch, -̈e		der	B2+	abuse
Mission	die Mission, -en		die	B2+	mission
Mist	Mist		der	B2+	crap, manure
mit	mit		prep	A1	with
Mitarbeiter	der Mitarbeiter, -		der	A2	employee, co-worker
mitbekommen, bekommt mit, bekam mit, hat mitbekommen	mitbekommen, bekommt mit, bekam mit, hat mitbekommen		verb	B2+	to notice, catch, get
mitbringen, bringt mit, brachte mit, hat mitgebracht	mitbringen, bringt mit, brachte mit, hat mitgebracht		verb	A1	to bring
miteinander	miteinander		adv	B1	with each other
Mitglied	das Mitglied, -er		das	B1	member
Mitgliedstaat	der Mitgliedstaat, -en		der	B2+	member state
mithilfe	mithilfe		prep	B2+	with the aid of
mitkommen, kommt mit, kam mit, ist mitgekommen	mitkommen, kommt mit, kam mit, ist mitgekommen		verb	A1	to come (with sb)
Mitleid	das Mitleid		das	B2+	pity
mitmachen, macht mit, machte mit, hat mitgemacht	mitmachen, macht mit, machte mit, hat mitgemacht		verb	A1	to join in, take part
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	mitnehmen, nimmt mit, nahm mit, hat mitgenommen		verb	A1	to take (along)
Mitochondrium	das Mitochondrium, -en		das	B2+	mitochondrion
mitspielen, spielt mit, spielte mit, hat mitgespielt	mitspielen, spielt mit, spielte mit, hat mitgespielt		verb	B2+	to play, join in
Mittag	der Mittag, -e		der	B2+	noon, midday
Mitte	die Mitte, -n		die	A1	middle
mitteilen, teilt mit, teilte mit, hat mitgeteilt	mitteilen, teilt mit, teilte mit, hat mitgeteilt		verb	B1	to inform
Mitteilung	die Mitteilung, -en		die	B2+	communication, announcement
Mittel	das Mittel, -		das	A2	means
Mittelalter	das Mittelalter		das	B2+	Middle Ages
mittelalterlich	mittelalterlich		adj	B2+	medieval
Mittelmeer	das Mittelmeer		das	B2+	Mediterranean See
Mittelpunkt	der Mittelpunkt, -e		der	B2+	midpoint, center of attention
mittels	mittels		prep	B1	by means of
Mittelwert	der Mittelwert, -e		der	B1	average, mean
mitten	mitten		adv	B1	in the middle
Mitternacht	die Mitternacht, -̈e		die	B2+	midnight
mittlere	mittlere (r, s)		adj	B1	middle, average
mittlerweile	mittlerweile		adv	B1	in the meantime, since then
Mittwoch	der Mittwoch, -e		der	B1	Wednesday
mitunter	mitunter		adv	B2+	from time to time
mmh	mmh		interj	B2+	mmh
Möbel	das Möbel, -		das	A1	(piece of) furniture
mobil	mobil		adj	B1	mobile
Mode	die Mode, -n		die	A2	fashion
Modell	das Modell, -e		das	B1	model
Moderator	der Moderator, -en		der	B2+	moderator, host, presenter
modern	modern		adj	A2	modern
Moderne	die Moderne		die	B2+	modern age, modernism
Modul	das Modul, -e		das	B2+	module
mögen, mag, mochte, hat gemocht	mögen, mag, mochte, hat gemocht		verb	A1	to like
möglich	möglich		adj, adv	A1	possible; as . . . as possible, if possible
möglicherweise	möglicherweise		adv	B1	possibly
Möglichkeit	die Möglichkeit, -en		die	B1	possibility, chance
Molekül	das Molekül, -e		das	A2	molecule
molekular	molekular		adj	B2+	molecular
Moment	der Moment, -e		der	A1	moment
momentan	momentan		adv	B2+	at the moment, momentarily
Monat	der Monat, -e		der	A1	month
monatlich	monatlich		adj	B2+	monthly
Mond	der Mond, -e		der	B1	moon
Montag	der Montag, -e		der	B1	Monday
Moral	die Moral, -en		die	B2+	moral
moralisch	moralisch		adj	B1	moral
Mord	der Mord, -e		der	B1	murder
Mörder	der Mörder, -		der	B2+	murderer
Morgen	der Morgen, -		der, adv	A1	morning; in the morning
morgen	morgen		adv	A1	tomorrow
Moslem	der Moslem, -s		der	B2+	Muslim
Motiv	das Motiv, -e		das	B1	motive
Motivation	die Motivation, -en		die	B2+	motivation
motivieren, motiviert, motivierte, hat motiviert	motivieren, motiviert, motivierte, hat motiviert		verb	B2+	to motivate
Motor	der Motor, -en		der	A2	motor, engine
motorisch	motorisch		adj	B2+	motor
Motorrad	das Motorrad, -̈er		das	B1	motorbike
Motto	das Motto, -s		das	B2+	motto
müde	müde		adj	A1	tired
Mühe	die Mühe, -n		die	B1	effort, trouble
mühsam	mühsam		adj	B2+	strenuous, laborious
Müll	der Müll		der	A2	waste, garbage, rubbish, trash
Münchner	Münchner		adj	B2+	Munich
Mund	der Mund, -̈er		der	A1	mouth
münden, mündet, mündete, hat gemündet	münden, mündet, mündete, hat gemündet		verb	B2+	to join, meet, flow into
mündlich	mündlich		adj	B1	oral
Münze	die Münze, -n		die	B1	coin
murmeln, murmelt, murmelte, hat gemurmelt	murmeln, murmelt, murmelte, hat gemurmelt		verb	B2+	to mumble, mutter
Museum	das Museum, -en		das	A2	museum
Musik	die Musik, -en		die	A2	music
musikalisch	musikalisch		adj	B1	musical
Musiker	der Musiker, -		der	B1	musician
Muskel	der Muskel, -n		der	B1	muscle
Muskulatur	die Muskulatur, -en		die	B2+	musculature
muslimisch	muslimisch		adj	B2+	Muslim
müssen, muss, musste, hat gemusst	müssen, muss, musste, hat gemusst		verb	A1	to have to, must
Muster	das Muster, -		das	B2+	pattern, model
mustern, mustert, musterte, hat gemustert	mustern, mustert, musterte, hat gemustert		verb	B2+	to eye, examine, inspect
Mut	der Mut		der	B1	courage
Mutation	die Mutation, -en		die	B2+	mutation
mutig	mutig		adj	B1	courageous
mutmaßlich	mutmaßlich		adj	B2+	presumed, suspected
Mutter	die Mutter, -̈		die	A1	mother
Mütze	die Mütze, -n		die	A2	hat, cap
Mythos	der Mythos, -en		der	B2+	myth, legend
na	na		part	A1	well
nach	nach		prep	A1	after, toward
Nachbar	der Nachbar, -n		der	A2	neighbor
Nachbarschaft	die Nachbarschaft, -en		die	B2+	neighborhood
nachdem	nachdem		conj	B1	after
nachdenken, denkt nach, dachte nach, hat nachgedacht	nachdenken, denkt nach, dachte nach, hat nachgedacht		verb	B1	to think about, reflect
nachdenklich	nachdenklich		adj	B2+	thoughtful
Nacherfüllung	die Nacherfüllung		die	B2+	supplementary performance
nachfolgen, folgt nach, folgte nach, ist nachgefolgt	nachfolgen, folgt nach, folgte nach, ist nachgefolgt		verb, adj	B2+	to follow, succeed; following, subsequently
Nachfolger	der Nachfolger, -		der	B2+	successor
Nachfrage	die Nachfrage, -n		die	B1	demand
nachfragen, fragt nach, fragte nach, hat nachgefragt	nachfragen, fragt nach, fragte nach, hat nachgefragt		verb	B2+	to ask (sb), inquire
nachgeben, gibt nach, gab nach, hat nachgegeben	nachgeben, gibt nach, gab nach, hat nachgegeben		verb	B2+	to yield, indulge, cave in
nachgehen, geht nach, ging nach, ist nachgegangen	nachgehen, geht nach, ging nach, ist nachgegangen		verb	B2+	to follow, pursue, be slow
nachhaltig	nachhaltig		adj	B1	lasting, sustainable
nachher	nachher		adv	B1	afterwards
Nachhinein	Nachhinein		das	B2+	retrospect
nachkommen, kommt nach, kam nach, ist nachgekommen	nachkommen, kommt nach, kam nach, ist nachgekommen		verb	B2+	to follow, come later, come after
nachlassen, lässt nach, ließ nach, hat nachgelassen	nachlassen, lässt nach, ließ nach, hat nachgelassen		verb	B2+	to decrease, decline, let up
Nachmittag	der Nachmittag, -e		der	B1	afternoon
Nachricht	die Nachricht, -en		die	A2	news, message
Nachrichtenagentur	die Nachrichtenagentur, -en		die	B2+	news agency
nächste	nächste (r, s)		adj	A2	next
Nacht	die Nacht, -̈e		die, adv	A1	night; at night, nights
Nachteil	der Nachteil, -e		der	B1	disadvantage
nächtlich	nächtlich		adj	B2+	nocturnal
nachträglich	nachträglich		adj	B2+	subsequent, retrospective, belated
nachvollziehbar	nachvollziehbar		adj	B2+	plausible, transparent
nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen	nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen		verb	B2+	to understand, relate to sth
Nachweis	der Nachweis, -e		der	B2+	proof, evidence, certificate
nachweisen, weist nach, wies nach, hat nachgewiesen	nachweisen, weist nach, wies nach, hat nachgewiesen		verb	B1	to prove
Nachwuchs	der Nachwuchs		der	B1	offspring, new generation
Nacken	der Nacken, -		der	B2+	neck
nackt	nackt		adj	B1	naked, bare
Nähe	die Nähe		die	A2	vicinity, proximity
nahe, nah	nahe, nah		adj, prep	A2	near(by), close; near, close to
nahelegen, legt nahe, legte nahe, hat nahegelegt	nahelegen, legt nahe, legte nahe, hat nahegelegt		verb	B2+	to suggest
nähern, nähert, näherte, hat genähert	nähern (sich), nähert, näherte, hat genähert		verb	B1	to approach
nahezu	nahezu		adv	B1	nearly, almost
Nahrung	die Nahrung, -en		die	B2+	nourishment, food
Nahrungsmittel	das Nahrungsmittel, -		das	B1	food
naiv	naiv		adj	B2+	naive
naja	naja		part	B1	(oh) well
Name	der Name, -n		der	A1	name
namens	namens		adv	B2+	by the name of, called
nämlich	nämlich		part	B1	you see, namely
Nase	die Nase, -n		die	B1	nose
nass	nass		adj	A2	wet
Nation	die Nation, -en		die	B1	nation
national	national		adj	B1	national
Nationalpark	der Nationalpark, -s		der	B2+	national park
Nationalsozialist	der Nationalsozialist, -en (Nazi)		der	B2+	National Socialist, Nazi
NATO	die NATO		die	B2+	NATO
Natur	die Natur, -en		die	A2	nature
natürlich	natürlich		adj, adv	A2	natural; naturally, of course
Naturwissenschaft	die Naturwissenschaft, -en		die	B2+	natural science
naturwissenschaftlich	naturwissenschaftlich		adj	B2+	scientific
Nebel	der Nebel, -		der	B1	fog
neben	neben		prep	A2	next to, beside
nebenan	nebenan		adv	A2	next door
nebenbei	nebenbei		adv	B1	on the side, in addition
nebeneinander	nebeneinander		adv	B2+	side by side, next to each other
negativ	negativ		adj	B1	negative
nehmen, nimmt, nahm, hat genommen	nehmen, nimmt, nahm, hat genommen		verb	A1	to take
neigen, neigt, neigte, hat geneigt	neigen, neigt, neigte, hat geneigt		verb	B2+	to bend, lean
Neigung	die Neigung, -en		die	B2+	tendency, propensity, slope, incline
nein, nee, nö	nein, nee, nö		part	A1	no
nennen, nennt, nannte, hat genannt	nennen, nennt, nannte, hat genannt		verb	A2	to name, call
Nerv	der Nerv, -en		der	B1	nerve
nerven, nervt, nervte, hat genervt	nerven, nervt, nervte, hat genervt		verb	B2+	to annoy
Nervensystem	das Nervensystem, -e		das	B2+	nervous systems
Nervenzelle	die Nervenzelle, -n		die	B2+	nerve cell, neuron
nervös	nervös		adj	A2	nervous
nett	nett		adj	A2	nice
Netz	das Netz, -e		das	B1	net, network
Netzwerk	das Netzwerk, -e		das	B1	network
neu	neu		adj	A1	new
Neubau	der Neubau, -ten		der	B2+	new building
neuerdings	neuerdings		adv	B2+	recently
Neugier	die Neugier		die	B2+	curiosity
neugierig	neugierig		adj	B1	curious
neulich	neulich		adv	B1	recently, the other day
neun	neun		num	A1	nine
neunzig	neunzig		num	B2+	ninety
Neuron	das Neuron, -en		das	B2+	neuron
neutral	neutral		adj	B2+	neutral
Neutron	das Neutron, -en		das	B2+	neutron
News	die News		die	B2+	news
nicht	nicht		part	A1	not
nichts, nix	nichts, nix		pron	A1	nothing
nicken, nickt, nickte, hat genickt	nicken, nickt, nickte, hat genickt		verb	B1	to nod
nie	nie		adv	A1	never
Niederlage	die Niederlage, -n		die	B1	defeat
Niederlande	die Niederlande		die	B2+	the Netherlands
niederländisch	niederländisch		adj, das	B2+	Dutch; Dutch
Niederschlag	der Niederschlag, -̈e		der	B2+	precipitation, rainfall
niedrig	niedrig		adj	B1	low, base
niemals	niemals		adv	B1	never
niemand	niemand		pron	A2	no one, nobody
Niere	die Niere, -n		die	B2+	kidney
nirgends	nirgends		adv	A2	nowhere
nirgendwo	nirgendwo		adv	B1	nowhere
Niveau	das Niveau, -s		das	B1	level, standard
noch	noch		adv	A1	still, yet
nochmal	nochmal		adv	B1	again
nochmals	nochmals		adv	B1	again
nominal	nominal		adj	B2+	nominal
Norden, Nord-	Norden, Nord-		der	B1	north
Nordkorea	Nordkorea		das	B2+	North Korea
nördlich	nördlich		adj	B2+	north
Nordrhein-Westfalen	Nordrhein-Westfalen		das	B2+	North Rhine-Westphalia
Norm	die Norm, -en		die	B2+	norm
normal	normal		adj	A1	normal
normalerweise	normalerweise		adv	B1	normally, usually
Norwegen	Norwegen		das	B2+	Norway
norwegisch	norwegisch		adj	B2+	Norwegian
Not	die Not, -̈e		die	B1	need, trouble
Note	die Note, -n		die	A2	note, grade
notieren, notiert, notierte, hat notiert	notieren, notiert, notierte, hat notiert		verb	A2	to note
nötig	nötig		adj	B1	necessary
Notiz	die Notiz, -en		die	A2	note
notwendig	notwendig		adj	A2	necessary
Notwendigkeit	die Notwendigkeit, -en		die	B2+	necessity
November	der November, -		der	B1	November
nüchtern	nüchtern		adj	B2+	sober, with empty stomach
null	null		num	A1	zero
Nummer	die Nummer, -n		die	A1	number
nun, nu	nun, nu		adv	A1	now
nunmehr	nunmehr		adv	B2+	now
nur	nur		adv	A1	only
Nutzen	der Nutzen, -		der	B1	benefit, profit, use
nutzen, nutzt, nutzte, hat genutzt	nutzen, nutzt, nutzte, hat genutzt		verb	B1	to use
Nutzer	der Nutzer, -		der	B2+	user
nützlich	nützlich		adj	A2	useful
Nutzung	die Nutzung, -en		die	B1	use
ob	ob		conj	B1	whether, if
oben	oben		adv	A1	above, up there
Oberbürgermeister	der Oberbürgermeister, -		der	B2+	mayor, city mayor, lord mayor
obere	obere (r, s)		adj	B1	upper
Oberfläche	die Oberfläche, -n		die	B1	surface
oberflächlich	oberflächlich		adj	B2+	superficial
oberhalb	oberhalb		prep	B2+	above
Oberschenkel	der Oberschenkel, -		der	B2+	thigh
obig	obig		adj	B2+	above
Objekt	das Objekt, -e		das	B1	object
objektiv	objektiv		adj	B2+	objective
Obst	das Obst		das	A1	fruit
obwohl	obwohl		conj	B1	although
oder	oder		conj	A1	or
Ofen	der Ofen, -Ö		der	B2+	oven, furnace
offen	offen		adj	A2	open
offenbar	offenbar		adj	B1	apparent
offenbaren, offenbart, offenbarte, hat offenbart	offenbaren, offenbart, offenbarte, hat offenbart		verb	B2+	to reveal
Offenheit	die Offenheit		die	B2+	openness, candor
offensichtlich	offensichtlich		adj	B1	obvious
öffentlich	öffentlich		adj	B1	public
Öffentlichkeit	die Öffentlichkeit, -en		die	B1	public
offiziell	offiziell		adj	B1	official
Offizier	der Offizier, -e		der	B2+	officer
öffnen, öffnet, öffnete, hat geöffnet	öffnen, öffnet, öffnete, hat geöffnet		verb	A1	to open
Öffnung	die Öffnung, -en		die	B2+	opening, hole
oft	oft		adv	A1	often
oftmals	oftmals		adv	B2+	frequently
oh	oh		part	A1	oh, aw
öh	öh		interj	B2+	uh
ohne	ohne		prep, conj	A1	without; without
ohnehin	ohnehin		adv	B1	anyway
Ohr	das Ohr, -en		das	A2	ear
okay	okay		adj, das	A2	okay; okay
ökologisch	ökologisch		adj	B2+	ecological, organic
Ökonom	der Ökonom, -en		der	B2+	economist
Ökonomie	die Ökonomie, -n		die	B2+	economics
ökonomisch	ökonomisch		adj	B1	economic
Oktober	der Oktober, -		der	B1	October
Öl	das Öl, -e		das	A2	oil
olympisch	olympisch		adj	B1	Olympic
Oma	die Oma, -s		die	A1	grandma
Onkel	der Onkel, -		der	B1	uncle
online	online		adv	A2	online
Opa	der Opa, -s		der	A1	grandpa
Oper	die Oper, -n		die	B1	opera
Operation	die Operation, -en		die	B1	operation, surgery
operativ	operativ		adj	B2+	operative
Operator	der Operator, -en		der	B2+	operator
operieren, operiert, operierte, hat operiert	operieren, operiert, operierte, hat operiert		verb	B1	to operate, perform surgery
Opfer	das Opfer, -		das	B1	sacrifice, victim
Opposition	die Opposition, -en		die	B2+	opposition
optimal	optimal		adj	B1	best possible, optimum
optimistisch	optimistisch		adj	B1	optimistic
Option	die Option, -en		die	B2+	option
optisch	optisch		adj	B1	optical, visual
Orchester	das Orchester, -		das	B1	orchestra
ordentlich	ordentlich		adj	B1	neat, proper, orderly
ordnen, ordnet, ordnete, hat geordnet	ordnen, ordnet, ordnete, hat geordnet		verb	B1	to arrange, sort
Ordnung	die Ordnung, -en		die	A1	order, tidiness
Organ	das Organ, -e		das	B1	organ
Organisation	die Organisation, -en		die	B1	organization
organisatorisch	organisatorisch		adj	B2+	organizational
organisch	organisch		adj	B1	organic
organisieren, organisiert, organisierte, hat organisiert	organisieren, organisiert, organisierte, hat organisiert		verb	A2	to organize
Organismus	der Organismus, -en		der	B1	organism
orientieren, orientiert, orientierte, hat orientiert	orientieren, orientiert, orientierte, hat orientiert		verb	B1	to orient
Orientierung	die Orientierung, -en		die	B2+	orientation
Original	das Original, -e		das	B1	original
Ort	der Ort, -e		der	A1	place, town, location
örtlich	örtlich		adj	B2+	local
Osten, Ost-	Osten, Ost-		der	B1	east
Österreich	Österreich		das	A2	Austria
Österreicher	der Österreicher, -		der	B2+	Austrian
österreichisch	österreichisch		adj	B1	Austrian
östlich	östlich		adj	B2+	eastern, east
ÖVP	ÖVP (Österreichische Volkspartei)		die	B2+	ÖVP
Ozean	der Ozean, -e		der	B1	ocean
Paar	das Paar, -e		das, pron	A2	pair, couple; a few
packen, packt, packte, hat gepackt	packen, packt, packte, hat gepackt		verb	A2	to pack, grab
pädagogisch	pädagogisch		adj	B2+	pedagogical
Paket	das Paket, -e		das	A2	parcel, package
Pakistan	Pakistan		das	B2+	Pakistan
Panik	die Panik, -en		die	B2+	panic
Papa	der Papa, -s		der	B1	daddy
Papier	das Papier, -e		das	A1	paper
Papst	der Papst, -̈e		der	B2+	pope
Paradies	das Paradies, -e		das	B2+	paradise
parallel	parallel		adj	B1	parallel
Parameter	der Parameter, -		der	B2+	parameter
Pariser	der Pariser, -		der	B2+	Parisian, condom
Park	der Park, -s		der	A2	park
Parkplatz	der Parkplatz, -̈e		der	B2+	parking place
Parlament	das Parlament, -e		das	B1	parliament
parlamentarisch	parlamentarisch		adj	B2+	parliamentary
Partei	die Partei, -en		die	A2	(political) party
Partie	die Partie, -n		die	B1	game
partiell	partiell		adj	B2+	partial
Partner	der Partner, -		der	A1	partner
Partnerschaft	die Partnerschaft, -en		die	B2+	partnership
Party	die Party, -s		die	A1	party
Pass	der Pass, -̈e		der	A1	pass, passport
Passage	die Passage, -n		die	B2+	passage
Passagier	der Passagier, -e		der	B1	passenger
passen, passt, passte, hat gepasst	passen, passt, passte, hat gepasst		verb	A2	to fit
passieren, passiert, passierte, hat passiert	passieren, passiert, passierte, hat passiert		verb	A2	to take place, happen
passiv	passiv		adj	B1	passive
Patient	der Patient, -en		der	B1	patient
Pause	die Pause, -n		die	A1	pause, break
PC	der PC, -s		der	B2+	computer
peinlich	peinlich		adj	B1	embarrassing
Pension	die Pension, -en		die	B1	pension, guesthouse
per	per		prep	B1	by, per
perfekt	perfekt		adj	B1	perfect
Periode	die Periode, -n		die	B1	period
permanent	permanent		adj	B2+	permanent
Person	die Person, -en		die	A2	person
Personal	das Personal		das	B1	staff
persönlich	persönlich		adj	B1	personal
Persönlichkeit	die Persönlichkeit, -en		die	B2+	personality, celebrity
Perspektive	die Perspektive, -n		die	B1	perspective, prospects
Pfad	der Pfad, -e		der	B2+	path, trail
Pfarrer	der Pfarrer, -		der	B2+	pastor
pfeifen, pfeift, pfiff, hat gepfiffen	pfeifen, pfeift, pfiff, hat gepfiffen		verb	B2+	to whistle
Pfeil	der Pfeil, -e		der	B2+	arrow
Pferd	das Pferd, -e		das	A2	horse
Pflanze	die Pflanze, -n		die	A2	plant
Pflege	die Pflege		die	B2+	care
pflegen, pflegt, pflegte, hat gepflegt	pflegen, pflegt, pflegte, hat gepflegt		verb	B1	to care, cultivate
Pflicht	die Pflicht, -en		die	B1	duty
Pfund	das Pfund, -e		das	B2+	pound
Phänomen	das Phänomen, -e		das	B1	phenomenon
Phantasie	die Phantasie, -n		die	B1	imagination, fantasy
Phase	die Phase, -n		die	A2	phase
Philosoph	der Philosoph, -en		der	B2+	philosopher
Philosophie	die Philosophie, -n		die	B2+	philosophy
philosophisch	philosophisch		adj	B2+	philosophical
Physik	die Physik		die	B1	physics
physikalisch	physikalisch		adj	B1	physical
Physiologie	die Physiologie		die	B2+	physiology
physiologisch	physiologisch		adj	B2+	physiological
physisch	physisch		adj	B2+	physical
Pilot	der Pilot, -en		der	B2+	pilot
Pilz	der Pilz, -e		der	B1	mushroom, fungus
Piste	die Piste, -n		die	B2+	slope
Pistole	die Pistole, -n		die	B2+	pistol
plädieren, plädiert, plädierte, hat plädiert	plädieren, plädiert, plädierte, hat plädiert		verb	B2+	to plead, make one’s case
Plakat	das Plakat, -e		das	A2	poster
Plan	der Plan, -̈e		der	A1	plan
planen, plant, plante, hat geplant	planen, plant, plante, hat geplant		verb	A2	to plan
Planet	der Planet, -en		der	B2+	planet
Planung	die Planung, -en		die	B1	planning, plan
Platte	die Platte, -n		die	B2+	disk, record, plate
Plattform	die Plattform, -en		die	B2+	platform
Platz	der Platz, -̈e		der	A1	place, room, square
platzen, platzt, platzte, ist geplatzt	platzen, platzt, platzte, ist geplatzt		verb	B2+	to burst, split
plausibel	plausibel		adj	B2+	plausible
plötzlich	plötzlich		adv	A2	suddenly
Plus	das Plus, -		das, adv, conj	B1	plus; plus; plus
Pole	der Pole, -n		der	B2+	Polish
Polen	Polen		das	B1	Poland
Politik	die Politik, -en		die	B1	politics
Politiker	der Politiker, -		der	B1	politician
politisch	politisch		adj	B1	political
Polizei	die Polizei, -en		die	A1	police
Polizist	der Polizist, -en		der	B1	police officer, policeman
polnisch	polnisch		adj, das	B2+	Polish; Polish
populär	populär		adj	B1	popular
Population	die Population, -en		die	B2+	population
Porträt	das Porträt, -s		das	B2+	portrait
Portugal	Portugal		das	B2+	Portugal
Position	die Position, -en		die	A2	position
positiv	positiv		adj	B1	positive
Post	die Post, -en		die	A1	mail, post office
Posten	der Posten, -		der	B2+	post, position
Potenzial	das Potenzial, -e		das	B1	potential
potenziell	potenziell		adj	B1	potential
Präferenz	die Präferenz, -en		die	B2+	preference
prägen, prägt, prägte, hat geprägt	prägen, prägt, prägte, hat geprägt		verb	B1	to shape, mint
Praktikum, Praktika	das Praktikum, die Praktika		das	A1	internship
praktisch	praktisch		adj	A2	practical
Präparat	das Präparat, -e		das	B2+	preparation, compound
präsent	präsent		adj	B2+	present
Präsentation	die Präsentation, -en		die	B1	presentation
präsentieren, präsentiert, präsentierte, hat präsentiert	präsentieren, präsentiert, präsentierte, hat präsentiert		verb	B1	to present, show
Präsident	der Präsident, -en		der	A2	president
Prävention	die Prävention, -en		die	B2+	prevention
Praxis	die Praxis, -en		die	A1	practice, doctor’s office
präzise	präzise		adj	B2+	precise
Preis	der Preis, -e		der	A1	price, prize
Premier	der Premier, -s		der	B2+	prime minister
Premiere	die Premiere, -n		die	B2+	opening night, premiere
Premierminister	der Premierminister, -		der	B2+	prime minister
Presse	die Presse, -n		die	B1	press
Pressekonferenz	die Pressekonferenz, -en		die	B2+	press conference
