Word	Annotation	Sense	Part of Speech	Level	Russian
Tonne	die Tonne, -n		die	B1	Тонна
verleihen, verleiht, verlieh, hat verliehen	verleihen, verleiht, verlieh, hat verliehen		verb	B1	одолжил
Arbeiter	der Arbeiter, -		der	B1	рабочие
Bord	das Bord, -e		der	B1	доска
entspannen, entspannt, entspannte, hat entspannt	entspannen, entspannt, entspannte, hat entspannt		verb	B1	расслабься
kürzlich	kürzlich		adv	B1	недавно
beurteilen, beurteilt, beurteilte, hat beurteilt	beurteilen, beurteilt, beurteilte, hat beurteilt		verb	B1	судья
raten, rät, riet, hat geraten	raten, rät, riet, hat geraten		verb	A2	посоветовать
Schnitt	der Schnitt, -e		der	B1	Вырезать
wertvoll	wertvoll		adj	B1	ценный
Erzähler	der Erzähler, -		der	B1	Рассказчик
Gold	das Gold		das	B1	Золото
umstritten	umstritten		adj	B1	спорный
aufsteigen, steigt auf, stieg auf, ist aufgestiegen	aufsteigen, steigt auf, stieg auf, ist aufgestiegen		verb	B1	подняться
biologisch	biologisch		adj	B1	биологический
vielfältig	vielfältig		adj	B1	разнообразный
wirksam	wirksam		adj	B1	эффективный
überlassen, überlässt, überließ, hat überlassen	überlassen, überlässt, überließ, hat überlassen		verb	B1	ушел
identifizieren, identifiziert, identifizierte, hat identifiziert	identifizieren, identifiziert, identifizierte, hat identifiziert		verb	B1	идентифицировать
Mittelwert	der Mittelwert, -e		der	B1	Среднее
Stil	der Stil, -e		der	B1	стиль
Atmosphäre	die Atmosphäre, -n		die	B1	Атмосфера
Beschäftigung	die Beschäftigung, -en		die	B1	Занятость
hinzufügen, fügt hinzu, fügte hinzu, hat hinzugefügt	hinzufügen, fügt hinzu, fügte hinzu, hat hinzugefügt		verb	B1	добавить
indirekt	indirekt		adj	B1	косвенно
Zeitraum	der Zeitraum, -̈e		der	B1	период
aufkommen, kommt auf, kam auf, ist aufgekommen	aufkommen, kommt auf, kam auf, ist aufgekommen		verb	B1	подошел
Plus	das Plus, -		das, adv, conj	B1	Плюс
Schwingung	die Schwingung, -en		die	B1	Вибрация
Vektor	der Vektor, -en		der	B1	вектор
Sauerstoff	der Sauerstoff		der	B1	Кислород
Äußerung	die Äußerung, -en		die	B1	высказывание
ausziehen, zieht aus, zog aus, ist ausgezogen	ausziehen, zieht aus, zog aus, ist ausgezogen		verb	B1	съехать
Gewerkschaft	die Gewerkschaft, -en		die	B1	Союз
Tourismus	der Tourismus		der	B1	Туризм
flach	flach		adj	B1	квартира
transportieren, transportiert, transportierte, hat transportiert	transportieren, transportiert, transportierte, hat transportiert		verb	B1	транспортировать
einheimisch	einheimisch		adj	B1	родной
Winkel	der Winkel, -		der	B1	Угол
sauer	sauer		adj	A2	кислый
vermissen, vermisst, vermisste, hat vermisst	vermissen, vermisst, vermisste, hat vermisst		verb	B1	пропустил
Geschlecht	das Geschlecht, -er		das	B1	Пол
attraktiv	attraktiv		adj	B1	привлекательный
Aussicht	die Aussicht, -en		die	B1	Посмотреть
Betriebswirtschaftslehre	die Betriebswirtschaftslehre		die	B1	Бизнес-администрирование
Held	der Held, -en		der	B1	Герой
sechzig	sechzig		num	B1	шестьдесят
Base	die Base, -n		die	B1	База
Bilanz	die Bilanz, -en		die	B1	Баланс
Geheimnis	das Geheimnis, -se		das	B1	Секрет
spätestens	spätestens		adv	B1	самое позднее
dramatisch	dramatisch		adj	B1	драматический
Ehre	die Ehre, -n		die	B1	честь
entschließen, entschließt, entschloss, hat entschlossen	entschließen (sich), entschließt, entschloss, hat entschlossen		verb	B1	решить
gewöhnen, gewöhnt, gewöhnte, hat gewöhnt	gewöhnen, gewöhnt, gewöhnte, hat gewöhnt		verb	B1	привыкнуть
hingehen, geht hin, ging hin, ist hingegangen	hingehen, geht hin, ging hin, ist hingegangen		verb	B1	иди туда
zittern, zittert, zitterte, hat gezittert	zittern, zittert, zitterte, hat gezittert		verb	B1	дрожать
Dialog	der Dialog, -e		der	B1	Диалог
Schuss	der Schuss, -̈e		der	B1	Выстрел
Seminar	das Seminar, -e		das	B1	Семинар
Werbung	die Werbung, -en		die	B1	Реклама
Blume	die Blume, -n		die	A1	цветок
Schreibtisch	der Schreibtisch, -e		der	B1	письменный стол
verlieben, verliebt, verliebte, hat verliebt	verlieben (sich), verliebt, verliebte, hat verliebt		verb	A2	влюбился
winken, winkt, winkte, hat gewinkt	winken, winkt, winkte, hat gewinkt		verb	B1	волна
fliehen, flieht, floh, ist geflohen	fliehen, flieht, floh, ist geflohen		verb	B1	бежать
interpretieren, interpretiert, interpretierte, hat interpretiert	interpretieren, interpretiert, interpretierte, hat interpretiert		verb	B1	интерпретировать
olympisch	olympisch		adj	B1	Олимпийский
verdammt	verdammt		adj	B1	блин
anerkennen, erkennt an, erkannte an, hat anerkannt	anerkennen, erkennt an, erkannte an, hat anerkannt		verb	B1	признать
bewahren, bewahrt, bewahrte, hat bewahrt	bewahren, bewahrt, bewahrte, hat bewahrt		verb	B1	сохранить
illegal	illegal		adj	B1	незаконный
Sand	der Sand, -e		der	B1	Песок
umbringen, bringt um, brachte um, hat umgebracht	umbringen, bringt um, brachte um, hat umgebracht		verb	B1	убить
Fraktion	die Fraktion, -en		die	B1	фракция
Gesellschafter	der Gesellschafter, -		der	B1	акционер
Schweden	Schweden		das	B1	Швеция
Verbesserung	die Verbesserung, -en		die	B1	Улучшение
worauf	worauf		pron	B1	что
einsam	einsam		adj	B1	одинокий
Innovation	die Innovation, -en		die	B1	Инновации
Landwirtschaft	die Landwirtschaft, -en		die	B1	Сельское хозяйство
Therapie	die Therapie, -n		die	B1	Терапия
Ablauf	der Ablauf, -̈e		der	B1	Процесс
anstehen, steht an, stand an, hat angestanden	anstehen, steht an, stand an, hat angestanden		verb	B1	очередь
Bemerkung	die Bemerkung, -en		die	B1	Примечание
Frankfurter	Frankfurter		adj	B1	Франкфуртер
identisch	identisch		adj	B1	идентичный
rollen, rollt, rollte, hat gerollt	rollen, rollt, rollte, hat gerollt		verb	B1	рулон
Angehörige	die Angehörige		der, die	B1	родственники
Café	das Café, -s		das	A1	Кафе
dauerhaft	dauerhaft		adj	B1	навсегда
garantieren, garantiert, garantierte, hat garantiert	garantieren, garantiert, garantierte, hat garantiert		verb	B1	гарантия
Not	die Not, -̈e		die	B1	бедствие
räumlich	räumlich		adj	B1	пространственно
jahrelang	jahrelang		adj	B1	в течение многих лет
Respekt	der Respekt		der	B1	Уважение
gefährden, gefährdet, gefährdete, hat gefährdet	gefährden, gefährdet, gefährdete, hat gefährdet		verb	B1	подвергать опасности
Spektrum	das Spektrum, -en		das	B1	Спектр
vergeben	vergeben		verb	B2+	награжден
Weber	der Weber, -		der	B2+	Вебер
effektiv	effektiv		adj	B2+	эффективный
Eingang	der Eingang, -̈e		der	A1	Вход
Erbe	das Erbe		das, der	B2+	Наследие
islamisch	islamisch		adj	B2+	исламский
zustimmen, stimmt zu, stimmte zu, hat zugestimmt	zustimmen, stimmt zu, stimmte zu, hat zugestimmt		verb	B1	согласен
radikal	radikal		adj	B2+	радикальный
Ausbau	der Ausbau, -ten		der	B2+	Расширение
Kanal	der Kanal, -̈e		der	B1	Канал
registrieren, registriert, registrierte, hat registriert	registrieren, registriert, registrierte, hat registriert		verb	B2+	зарегистрироваться
verhandeln, verhandelt, verhandelte, hat verhandelt	verhandeln, verhandelt, verhandelte, hat verhandelt		verb	B2+	договориться
Wandel	der Wandel, -		der	B2+	Изменить
Ast	der Ast, -Äe		der	B2+	филиал
ausüben, übt aus, übte aus, hat ausgeübt	ausüben, übt aus, übte aus, hat ausgeübt		verb	B2+	упражнения
jenseits	jenseits		prep	B2+	за пределами
unterliegen, unterliegt, unterlag, hat unterlegen	unterliegen, unterliegt, unterlag, hat unterlegen		verb	B2+	подвергается
Wähler	der Wähler, -		der	B2+	избиратели
willkommen	willkommen		adj	A1	добро пожаловать
Gedächtnis	das Gedächtnis, -se		das	B2+	память
gelegentlich	gelegentlich		adj	B2+	иногда
bedürfen, bedarf, bedurfte, hat bedurft	bedürfen, bedarf, bedurfte, hat bedurft		verb	B2+	необходимость
Gefängnis	das Gefängnis, -se		das	B1	Тюрьма
Überraschung	die Überraschung, -en		die	B1	Сюрприз
Wechsel	der Wechsel, -		der	B2+	Изменить
Wurzel	die Wurzel, -n		die	B2+	корень
formal	formal		adj	B2+	формальный
sanft	sanft		adj	B2+	нежно
aushalten, hält aus, hielt aus, hat ausgehalten	aushalten, hält aus, hielt aus, hat ausgehalten		verb	B2+	терпеть
bedrohen, bedroht, bedrohte, hat bedroht	bedrohen, bedroht, bedrohte, hat bedroht		verb	B2+	угрожать
keineswegs	keineswegs		adv	B2+	ни в коем случае
klug	klug		adj	A2	умный
Arbeitnehmer	der Arbeitnehmer, -		der	B2+	рабочие
beugen, beugt, beugte, hat gebeugt	beugen, beugt, beugte, hat gebeugt		verb	B2+	поклон
einbringen, bringt ein, brachte ein, hat eingebracht	einbringen, bringt ein, brachte ein, hat eingebracht		verb	B2+	внес
Materie	die Materie, -n		die	B2+	вопрос
Personal	das Personal		das	B1	Персонал
scheinbar	scheinbar		adj	B2+	видимо
Frequenz	die Frequenz, -en		die	B2+	Частота
lehren, lehrt, lehrte, hat gelehrt	lehren, lehrt, lehrte, hat gelehrt		verb	B2+	учить
selbstständig	selbstständig		adj	A1	независимый
überwinden, überwindet, überwand, hat überwunden	überwinden, überwindet, überwand, hat überwunden		verb	B2+	преодолел
unklar	unklar		adj	B2+	неясно
verfügbar	verfügbar		adj	B2+	доступен
wozu	wozu		pron	B2+	почему?
schlicht	schlicht		adj	B2+	простой
angemessen	angemessen		adj	B2+	соответствующий
Arbeitsmarkt	der Arbeitsmarkt, -̈e		der	B2+	Рынок труда
Pass	der Pass, -̈e		der	A1	Пройти
Bedarf	der Bedarf, -e		der	B1	Нужна
ernsthaft	ernsthaft		adj	B2+	серьезно
werben, wirbt, warb, hat geworben	werben, wirbt, warb, hat geworben		verb	B2+	рекламировать
errichten, errichtet, errichtete, hat errichtet	errichten, errichtet, errichtete, hat errichtet		verb	B2+	построить
Kredit	der Kredit, -e		der	A2	Кредит
Wohnzimmer	das Wohnzimmer, -		das	A2	Гостиная
Kompetenz	die Kompetenz, -en		die	B2+	Компетентность
Leitung	die Leitung, -en		die	B1	менеджмент
strahlen, strahlt, strahlte, hat gestrahlt	strahlen, strahlt, strahlte, hat gestrahlt		verb	B2+	излучать
Zucker	der Zucker, -		der	A2	сахар
Austausch	der Austausch, -e		der	B2+	Обмен
gleichen, gleicht, glich, hat geglichen	gleichen, gleicht, glich, hat geglichen		verb	B2+	такой же
Station	die Station, -en		die	B1	станция
Kaiser	der Kaiser, -		der	B2+	Император
sperren, sperrt, sperrte, hat gesperrt	sperren, sperrt, sperrte, hat gesperrt		verb	B2+	замок
Sportler	der Sportler, -		der	B1	Спортсмен
Differenz	die Differenz, -en		die	B2+	Разница
Fakt	der Fakt, -en		der	B2+	Факт
Herstellung	die Herstellung, -en		die	B2+	Производство
Individuum	das Individuum, -en		das	B2+	индивидуальный
Symbol	das Symbol, -e		das	B1	символ
ausbreiten, breitet aus, breitete aus, hat ausgebreitet	ausbreiten, breitet aus, breitete aus, hat ausgebreitet		verb	B2+	распространился
Versorgung	die Versorgung, -en		die	B2+	Поставка
Kommentar	der Kommentar, -e		der	B2+	Комментарий
kontinuierlich	kontinuierlich		adj	B2+	постоянно
Radio	das Radio, -s		das	A2	Радио
Münchner	Münchner		adj	B2+	Мюнхен
Musiker	der Musiker, -		der	B1	Музыкант
wecken, weckt, weckte, hat geweckt	wecken, weckt, weckte, hat geweckt		verb	A2	просыпайся
ansteigen, steigt an, stieg an, ist angestiegen	ansteigen, steigt an, stieg an, ist angestiegen		verb	B2+	подняться
Rückkehr	die Rückkehr		die	B1	Возврат
auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet	auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet		verb	B2+	награда
Bar	Bar		die	A1	Бар
Betrachtung	die Betrachtung, -en		die	B2+	созерцание
Kommission	die Kommission, -en		die	B2+	Комиссия
Star	der Star, -e		der	A2	Звезда
wütend	wütend		adj	B1	злой
christlich	christlich		adj	B2+	христианин
Hamburger	der Hamburger, -		adj, der	A2	Гамбургеры
Leiche	die Leiche, -n		die	B2+	Труп
nochmals	nochmals		adv	B1	снова
wehren, wehrt, wehrte, hat gewehrt	wehren (sich), wehrt, wehrte, hat gewehrt		verb	B2+	защищать
Abbau	der Abbau, -e		der	B2+	Демонтаж
Staatsanwaltschaft	die Staatsanwaltschaft, -en		die	B2+	прокуратура
Freizeit	die Freizeit, -en		die	A1	Досуг
Geschenk	das Geschenk, -e		das	A1	Подарок
hübsch	hübsch		adj	B1	красивая
Moslem	der Moslem, -s		der	B2+	мусульманин
spontan	spontan		adj	B2+	спонтанный
dorthin	dorthin		adv	B1	там
Frühstück	das Frühstück, -e		das	A1	Завтрак
klettern, klettert, kletterte, ist geklettert	klettern, klettert, kletterte, ist geklettert		verb	B1	лезть
Mittelpunkt	der Mittelpunkt, -e		der	B2+	Центральная точка
bereiten, bereitet, bereitete, hat bereitet	bereiten, bereitet, bereitete, hat bereitet		verb	B2+	подготовить
Entstehung	die Entstehung, -en		die	B2+	Происхождение
konservativ	konservativ		adj	B2+	консервативный
Magen	der Magen, -̈		der	A2	желудок
psychisch	psychisch		adj	B2+	психологически
Salz	das Salz, -e		das	A1	Соль
siebzig	siebzig		num	B2+	семьдесят
versichern, versichert, versicherte, hat versichert	versichern, versichert, versicherte, hat versichert		verb	B1	застраховать
Brite	der Brite, -n		der	B2+	Британец
erkennbar	erkennbar		adj	B2+	узнаваемый
namens	namens		adv	B2+	названный
Achse	die Achse, -n		die	B2+	ось
klingeln, klingelt, klingelte, hat geklingelt	klingeln, klingelt, klingelte, hat geklingelt		verb	B1	звонил
speichern, speichert, speicherte, hat gespeichert	speichern, speichert, speicherte, hat gespeichert		verb	A2	сохранить
Tee	der Tee, -s		der	A1	Чай
Zeuge	der Zeuge, -n		der	B1	Свидетель
Aufwand	der Aufwand, -̈e		der	B2+	Усилие
Kooperation	die Kooperation, -en		die	B2+	Сотрудничество
Kritiker	der Kritiker, -		der	B2+	Критик
Tal	das Tal, -̈er		das	B1	долина
derartig	derartig		adj	B2+	такой
Erste	die Erste		der, die	A1	Первый
vielfach	vielfach		adj	B2+	много раз
empfangen, empfängt, empfing, hat empfangen	empfangen, empfängt, empfing, hat empfangen		verb	B1	получил
Ernährung	die Ernährung, -en		die	B1	Питание
Küste	die Küste, -n		die	B1	побережье
mitkommen, kommt mit, kam mit, ist mitgekommen	mitkommen, kommt mit, kam mit, ist mitgekommen		verb	A1	пойдем со мной
Republik	die Republik, -en		die	B2+	Республика
zucken, zuckt, zuckte, hat gezuckt	zucken, zuckt, zuckte, hat gezuckt		verb	B2+	дергаться
anschließen, schließt an, schloss an, hat angeschlossen	anschließen, schließt an, schloss an, hat angeschlossen		verb	B1	соединить
austauschen, tauscht aus, tauschte aus, hat ausgetauscht	austauschen, tauscht aus, tauschte aus, hat ausgetauscht		verb	B2+	обмениваться
beschleunigen, beschleunigt, beschleunigte, hat beschleunigt	beschleunigen, beschleunigt, beschleunigte, hat beschleunigt		verb	B2+	ускоряться
Norm	die Norm, -en		die	B2+	Норма
anstellen, stellt an, stellte an, hat angestellt	anstellen, stellt an, stellte an, hat angestellt		verb	B1	нанять
decken, deckt, deckte, hat gedeckt	decken, deckt, deckte, hat gedeckt		verb	B2+	покрыть
grob	grob		adj	B2+	примерно
Protest	der Protest, -e		der	B1	протест
Tour	die Tour, -en		die	A2	тур
Überblick	der Überblick, -e		der	B2+	Обзор
Geschäftsführer	der Geschäftsführer, -		der	B2+	Управляющий директор
Griff	der Griff, -e		der	B2+	ручка
küssen, küsst, küsste, hat geküsst	küssen, küsst, küsste, hat geküsst		verb	B1	поцелуй
Liter	der Liter, -		der	B2+	литры
Subjekt	das Subjekt, -e		das	B2+	предмет
Außenminister	der Außenminister, -		der	B2+	Министр иностранных дел
Faser	die Faser, -n		die	B2+	волокно
Schatz	der Schatz, -̈e		der	B2+	Милая
sekundär	sekundär		adj	B2+	вторичный
Zentralbank	die Zentralbank, -en		die	B2+	Центральный банк
Alte	die Alte		der, die, das	B2+	Старый
Angestellte	die Angestellte		der, die	B2+	сотрудники
dankbar	dankbar		adj	B1	благодарен
faszinieren, fasziniert, faszinierte, hat fasziniert	faszinieren, fasziniert, faszinierte, hat fasziniert		verb	B2+	очаровывать
Flur	der Flur, -e		der	B1	Прихожая
Hemd	das Hemd, -en		das	A2	рубашка
inhaltlich	inhaltlich		adj	B2+	с точки зрения содержания
Begründung	die Begründung, -en		die	B1	Обоснование
dreimal	dreimal		adv	B2+	три раза
momentan	momentan		adv	B2+	в настоящее время
zögern, zögert, zögerte, hat gezögert	zögern, zögert, zögerte, hat gezögert		verb	B2+	колебаться
derart	derart		adv	B2+	вот так
kreativ	kreativ		adj	B1	творческий
einziehen, zieht ein, zog ein, hat eingezogen	einziehen, zieht ein, zog ein, hat eingezogen		verb	A2	въехать
Ausmaß	das Ausmaß, -e		das	B2+	Степень
Feind	der Feind, -e		der	B2+	враг
verbrennen, verbrennt, verbrannte, ist verbrannt	verbrennen, verbrennt, verbrannte, ist verbrannt		verb	B2+	сжечь
Vorstand	der Vorstand, -̈e		der	B2+	Совет директоров
Atem	der Atem		der	B2+	Дыхание
Distanz	die Distanz, -en		die	B1	Расстояние
Händler	der Händler, -		der	B1	Дилер
hassen, hasst, hasste, hat gehasst	hassen, hasst, hasste, hat gehasst		verb	B1	ненавижу
Muster	das Muster, -		das	B2+	Узор
ausführlich	ausführlich		adj	B2+	подробный
bedenken, bedenkt, bedachte, hat bedacht	bedenken, bedenkt, bedachte, hat bedacht		verb	B2+	рассмотреть
Terror	der Terror		der	B2+	Террор
Verfassung	die Verfassung, -en		die	B2+	Конституция
blind	blind		adj	B1	слепой
einschlafen, schläft ein, schlief ein, ist eingeschlafen	einschlafen, schläft ein, schlief ein, ist eingeschlafen		verb	B2+	заснуть
Flüchtlingskrise	die Flüchtlingskrise, -n		die	B2+	Кризис беженцев
Ärger	der Ärger		der	B2+	Проблема
allmählich	allmählich		adj	B2+	постепенно
Führer	der Führer, -		der	B2+	Лидер
Vitamin	das Vitamin, -e		das	B1	Витамин
Abschied	der Abschied, -e		der	B1	Прощай
Hafen	der Hafen, -̈		der	B1	Порт
Niere	die Niere, -n		die	B2+	почка
abbilden, bildet ab, bildete ab, hat abgebildet	abbilden, bildet ab, bildete ab, hat abgebildet		verb	B2+	изображать
Rezeptor	der Rezeptor, -en		der	B2+	рецептор
etablieren, etabliert, etablierte, hat etabliert	etablieren, etabliert, etablierte, hat etabliert		verb	B2+	установить
Messer	das Messer, -		das	A2	Нож
teils	teils		adv	B2+	частично
Brasilien	Brasilien		das	B2+	Бразилия
ergreifen, ergreift, ergriff, hat ergriffen	ergreifen, ergreift, ergriff, hat ergriffen		verb	B2+	схватить
Grundgesetz	das Grundgesetz, -e		das	B2+	Основной закон
Herkunft	die Herkunft, -̈e		die	B1	Происхождение
hinausgehen, geht hinaus, ging hinaus, ist hinausgegangen	hinausgehen, geht hinaus, ging hinaus, ist hinausgegangen		verb	B2+	выйди
Katastrophe	die Katastrophe, -n		die	B1	Катастрофа
lehnen, lehnt, lehnte, hat gelehnt	lehnen, lehnt, lehnte, hat gelehnt		verb	B2+	наклонился
beraten, berät, beriet, hat beraten	beraten, berät, beriet, hat beraten		verb	A2	посоветовал
bürgerlich	bürgerlich		adj	B2+	гражданский
Erlebnis	das Erlebnis, -se		das	B1	Опыт
nachher	nachher		adv	B1	потом
übergehen, geht über, ging über, ist übergegangen	übergehen, geht über, ging über, ist übergegangen		verb	B2+	пройти
Wut	die Wut		die	B2+	Гнев
aufrufen, ruft auf, rief auf, hat aufgerufen	aufrufen, ruft auf, rief auf, hat aufgerufen		verb	B2+	позвони
quer	quer		adj	B2+	через
Kapitän	der Kapitän, -e		der	B2+	Капитан
zusammenhängen, hängt zusammen, hing zusammen, hat zusammengehangen	zusammenhängen, hängt zusammen, hing zusammen, hat zusammengehangen		verb	B2+	соединены
Ausländer	der Ausländer, -		der	A1	Иностранцы
Beschäftigte	die Beschäftigte		der, die	B2+	сотрудники
Bundesliga	die Bundesliga, -en		die	B2+	Бундеслига
nähern, nähert, näherte, hat genähert	nähern (sich), nähert, näherte, hat genähert		verb	B1	приблизился
übel	übel		adj	B2+	плохой
Ufer	das Ufer, -		das	B1	берег
Dichte	die Dichte, -n		die	B2+	плотность
ehe	ehe		conj	B1	брак
Strahlung	die Strahlung, -en		die	B2+	Радиация
Virus	das Virus, -en		das	B1	вирус
Kontinent	der Kontinent, -e		der	B2+	континент
Milligramm	das Milligramm, -		das	B2+	миллиграммы
schwedisch	schwedisch		adj, das	B2+	Шведский
sexuell	sexuell		adj	B2+	сексуальный
hierher	hierher		adv	B1	здесь
ironisch	ironisch		adj	B2+	ироничный
Sprung	der Sprung, -̈e		der	B2+	Прыжок
vorerst	vorerst		adv	B2+	на данный момент
experimentell	experimentell		adj	B2+	экспериментальный
kühl	kühl		adj	A2	круто
Maler	der Maler, -		der	B1	Художник
Opposition	die Opposition, -en		die	B2+	оппозиция
Saal	der Saal, -̈le		der	B1	зал
syrisch	syrisch		adj	B2+	Сирийский
Grundsatz	der Grundsatz, -̈e		der	B2+	принцип
loben, lobt, lobte, hat gelobt	loben, lobt, lobte, hat gelobt		verb	B1	хвалить
Zustimmung	die Zustimmung, -en		die	B1	Согласие
Absicht	die Absicht, -en		die	B1	Намерение
Adresse	die Adresse, -n		die	A1	Адрес
Akzent	der Akzent, -e		der	B2+	Акцент
verlängern, verlängert, verlängerte, hat verlängert	verlängern, verlängert, verlängerte, hat verlängert		verb	B1	продлить
Nahrung	die Nahrung, -en		die	B2+	еда
niederländisch	niederländisch		adj, das	B2+	голландский
Planet	der Planet, -en		der	B2+	Планета
Stress	der Stress, -e		der	A2	стресс
vermeintlich	vermeintlich		adj	B2+	предположительно
zusammenarbeiten, arbeitet zusammen, arbeitete zusammen, hat zusammengearbeitet	zusammenarbeiten, arbeitet zusammen, arbeitete zusammen, hat zusammengearbeitet		verb	B2+	работать вместе
Parameter	der Parameter, -		der	B2+	Параметры
steil	steil		adj	B1	крутой
Europäer	der Europäer, -		der	B2+	Европейцы
heimisch	heimisch		adj	B2+	родной
interkulturell	interkulturell		adj	B1	межкультурный
Stille	die Stille		die	B2+	Тишина
Bildschirm	der Bildschirm, -e		der	B1	экран
erwischen, erwischt, erwischte, hat erwischt	erwischen, erwischt, erwischte, hat erwischt		verb	B2+	поймал
Proton	das Proton, -en		das	B2+	Протон
Schweizer	Schweizer		der	B2+	швейцарский
unheimlich	unheimlich		adj	B1	страшно
magnetisch	magnetisch		adj	B2+	магнитный
versehen, versieht, versah, hat versehen	versehen, versieht, versah, hat versehen		verb	B2+	обеспечил
Beteiligung	die Beteiligung, -en		die	B2+	Участие
Frühjahr	das Frühjahr, -e		das	B2+	Весна
Hut	der Hut, -̈e		der, die	B1	шляпа
Medium	das Medium, -en		das	B2+	средний
Verpflichtung	die Verpflichtung, -en		die	B2+	Обязательство
Abteilung	die Abteilung, -en		die	B1	Отдел
alternativ	alternativ		adj	B1	альтернативно
Mittag	der Mittag, -e		der	B2+	полдень
befassen, befasst, befasste, hat befasst	befassen (sich), befasst, befasste, hat befasst		verb	B2+	иметь дело
Finale	das Finale, -		das	B2+	Финал
gewähren, gewährt, gewährte, hat gewährt	gewähren, gewährt, gewährte, hat gewährt		verb	B2+	предоставить
aussagen, sagt aus, sagte aus, hat ausgesagt	aussagen, sagt aus, sagte aus, hat ausgesagt		verb	B2+	свидетельствовать
Tendenz	die Tendenz, -en		die	B2+	тенденция
Terrorist	der Terrorist, -en		der	B2+	Террорист
jemals	jemals		adv	B1	когда-либо
Opa	der Opa, -s		der	A1	Дедушка
arbeitslos	arbeitslos		adj	A1	безработный
Auswertung	die Auswertung, -en		die	B2+	Оценка
Gras	das Gras, -̈er		das	B1	Трава
logisch	logisch		adj	B2+	логичный
Nachfolger	der Nachfolger, -		der	B2+	преемник
verzweifeln, verzweifelt, verzweifelte, ist verzweifelt	verzweifeln, verzweifelt, verzweifelte, ist verzweifelt		verb	B2+	отчаяние
bewältigen, bewältigt, bewältigte, hat bewältigt	bewältigen, bewältigt, bewältigte, hat bewältigt		verb	B2+	справиться
Emotion	die Emotion, -en		die	B2+	эмоция
Armut	die Armut		die	B2+	Бедность
Australien	Australien		das	B2+	Австралия
klagen, klagt, klagte, hat geklagt	klagen, klagt, klagte, hat geklagt		verb	B1	подавать в суд
schade	schade		adv	A2	слишком плохо
Scheibe	die Scheibe, -n		die	B1	диск
verbleiben, verbleibt, verblieb, ist verblieben	verbleiben, verbleibt, verblieb, ist verblieben		verb	B2+	оставаться
Widerspruch	der Widerspruch, -̈e		der	B2+	противоречие
dastehen, steht da, stand da, hat dagestanden	dastehen, steht da, stand da, hat dagestanden		verb	B2+	стоять там
nervös	nervös		adj	A2	нервный
regieren, regiert, regierte, hat regiert	regieren, regiert, regierte, hat regiert		verb	B2+	правил
Regisseur	der Regisseur, -e		der	B2+	Директор
süß	süß		adj	A2	сладкий
Villa	die Villa, -en		die	B2+	Особняк
weh	weh		adj	B2+	горе
entlassen, entlässt, entließ, hat entlassen	entlassen, entlässt, entließ, hat entlassen		verb	B1	уволил
Presse	die Presse, -n		die	B1	Пресса
womit	womit		pron	B2+	с чем
abstimmen, stimmt ab, stimmte ab, hat abgestimmt	abstimmen, stimmt ab, stimmte ab, hat abgestimmt		verb	B1	голосовать
fair	fair		adj	B1	справедливый
hervorragend	hervorragend		adj	B2+	отлично
umfangreich	umfangreich		adj	B2+	обширный
EZB	EZB (Europäische Zentralbank)		die	B2+	ЕЦБ
Infrastruktur	die Infrastruktur, -en		die	B2+	Инфраструктура
Konkurrent	der Konkurrent, -en		der	B2+	конкурент
Party	die Party, -s		die	A1	Вечеринка
Wellenlänge	die Wellenlänge, -n		die	B2+	длина волны
Anhänger	der Anhänger, -		der	B2+	трейлер
betrieblich	betrieblich		adj	B2+	оперативный
Finanzierung	die Finanzierung, -en		die	B2+	Финансирование
Inflation	die Inflation, -en		die	B2+	Инфляция
murmeln, murmelt, murmelte, hat gemurmelt	murmeln, murmelt, murmelte, hat gemurmelt		verb	B2+	бормотать
Plattform	die Plattform, -en		die	B2+	Платформа
dominieren, dominiert, dominierte, hat dominiert	dominieren, dominiert, dominierte, hat dominiert		verb	B2+	доминировать
einräumen, räumt ein, räumte ein, hat eingeräumt	einräumen, räumt ein, räumte ein, hat eingeräumt		verb	B2+	признаться
herausstellen, stellt heraus, stellte heraus, hat herausgestellt	herausstellen (sich), stellt heraus, stellte heraus, hat herausgestellt		verb	B2+	оказывается
Kleidung	die Kleidung, -en		die	A1	Одежда
vereinen, vereint, vereinte, hat vereint	vereinen, vereint, vereinte, hat vereint		verb	B2+	объединиться
Bundesrat	der Bundesrat, -̈e		der	B2+	Федеральный совет
abbrechen, bricht ab, brach ab, hat abgebrochen	abbrechen, bricht ab, brach ab, hat abgebrochen		verb	B2+	прерывание
Aufklärung	die Aufklärung, -en		die	B2+	Просвещение
auskommen, kommt aus, kam aus, ist ausgekommen	auskommen, kommt aus, kam aus, ist ausgekommen		verb	B2+	ладить
denkbar	denkbar		adj	B2+	мыслимый
Fernseher	der Fernseher, -		der	A2	ТВ
Italiener	der Italiener, -		der	B2+	итальянцы
mangeln, mangelt, mangelte, hat gemangelt	mangeln, mangelt, mangelte, hat gemangelt		verb	B2+	нехватка
Schönheit	die Schönheit, -en		die	B2+	Красота
verarbeiten, verarbeitet, verarbeitete, hat verarbeitet	verarbeiten, verarbeitet, verarbeitete, hat verarbeitet		verb	B2+	обработал
